"apopNeutrophils","neutrophils","totalNeutrophils","m1 macs","m2 macs ","resMacs","m1ae","m1de","resMacs ODE","tick","random_seed"
NaN,NaN,NaN,0.0,26.035714285714285,1.9285714285714284,1.0,0.0,2.0,251.0,1831506905
NaN,NaN,NaN,0.0,26.57142857142857,1.9285714285714284,1.0,0.0,2.0,252.0,1831506905
NaN,NaN,NaN,0.0,26.96551724137931,1.9310344827586206,1.0,0.0,2.0,253.0,1831506905
NaN,NaN,NaN,0.0,26.96551724137931,1.9310344827586206,1.0,0.0,2.0,254.0,1831506905
NaN,NaN,NaN,0.0,25.965517241379317,1.862068965517241,1.0,0.0,2.0,255.0,1831506905
NaN,NaN,NaN,0.0,26.214285714285715,1.9285714285714284,1.0,0.0,2.0,256.0,1831506905
NaN,NaN,NaN,0.0,24.11111111111111,1.8518518518518514,1.0,0.0,2.0,257.0,1831506905
NaN,NaN,NaN,0.0,24.500000000000004,1.923076923076923,1.0,0.0,2.0,258.0,1831506905
NaN,NaN,NaN,0.0,22.461538461538463,1.8461538461538458,1.0,0.0,2.0,259.0,1831506905
NaN,NaN,NaN,0.0,24.23076923076923,1.923076923076923,1.0,0.0,2.0,260.0,1831506905
NaN,NaN,NaN,0.0,24.23076923076923,1.923076923076923,1.0,0.0,2.0,261.0,1831506905
NaN,NaN,NaN,0.0,25.148148148148145,1.9259259259259258,1.0,0.0,2.0,262.0,1831506905
NaN,NaN,NaN,0.0,25.77777777777778,1.9259259259259258,1.0,0.0,2.0,263.0,1831506905
NaN,NaN,NaN,0.0,23.333333333333336,1.8518518518518514,1.0,0.0,2.0,264.0,1831506905
NaN,NaN,NaN,0.0,25.14814814814815,1.9259259259259258,1.0,0.0,2.0,265.0,1831506905
NaN,NaN,NaN,0.0,26.0,1.9285714285714284,1.0,0.0,2.0,266.0,1831506905
NaN,NaN,NaN,0.0,26.931034482758623,1.9310344827586206,1.0,0.0,2.0,267.0,1831506905
NaN,NaN,NaN,0.0,26.714285714285708,1.9285714285714284,1.0,0.0,2.0,268.0,1831506905
NaN,NaN,NaN,0.0,26.0,1.9285714285714284,1.0,0.0,2.0,269.0,1831506905
NaN,NaN,NaN,0.0,25.444444444444443,1.9259259259259258,1.0,0.0,2.0,270.0,1831506905
NaN,NaN,NaN,0.0,24.807692307692307,1.923076923076923,1.0,0.0,2.0,271.0,1831506905
NaN,NaN,NaN,0.0,24.153846153846153,1.923076923076923,1.0,0.0,2.0,272.0,1831506905
NaN,NaN,NaN,0.0,23.56,1.9199999999999997,1.0,0.0,2.0,273.0,1831506905
NaN,NaN,NaN,0.0,24.153846153846153,1.923076923076923,1.0,0.0,2.0,274.0,1831506905
NaN,NaN,NaN,0.0,24.153846153846153,1.923076923076923,1.0,0.0,2.0,275.0,1831506905
NaN,NaN,NaN,0.0,23.259259259259263,1.8518518518518514,1.0,0.0,2.0,276.0,1831506905
NaN,NaN,NaN,0.0,24.69230769230769,1.923076923076923,1.0,0.0,2.0,277.0,1831506905
NaN,NaN,NaN,0.0,23.52,1.9199999999999997,1.0,0.0,2.0,278.0,1831506905
NaN,NaN,NaN,0.0,22.791666666666664,1.9166666666666663,1.0,0.0,2.0,279.0,1831506905
NaN,NaN,NaN,0.0,21.439999999999998,1.8399999999999996,1.0,0.0,2.0,280.0,1831506905
NaN,NaN,NaN,0.0,23.24,1.9199999999999997,1.0,0.0,2.0,281.0,1831506905
NaN,NaN,NaN,0.0,23.24,1.9199999999999997,1.0,0.0,2.0,282.0,1831506905
NaN,NaN,NaN,0.0,21.84,1.8399999999999996,1.0,0.0,2.0,283.0,1831506905
NaN,NaN,NaN,0.0,23.208333333333332,1.9166666666666663,1.0,0.0,2.0,284.0,1831506905
NaN,NaN,NaN,0.0,22.333333333333332,1.9166666666666663,1.0,0.0,2.0,285.0,1831506905
NaN,NaN,NaN,0.0,23.24,1.9199999999999997,1.0,0.0,2.0,286.0,1831506905
NaN,NaN,NaN,0.0,23.041666666666668,1.9166666666666663,1.0,0.0,2.0,287.0,1831506905
NaN,NaN,NaN,0.0,21.439999999999998,1.8399999999999996,1.0,0.0,2.0,288.0,1831506905
NaN,NaN,NaN,0.0,22.916666666666664,1.9166666666666663,1.0,0.0,2.0,289.0,1831506905
NaN,NaN,NaN,0.0,21.82608695652174,1.9130434782608692,1.0,0.0,2.0,290.0,1831506905
NaN,NaN,NaN,0.0,20.541666666666664,1.833333333333333,1.0,0.0,2.0,291.0,1831506905
NaN,NaN,NaN,0.0,22.173913043478258,1.9130434782608692,1.0,0.0,2.0,292.0,1831506905
NaN,NaN,NaN,0.0,22.333333333333332,1.9166666666666663,1.0,0.0,2.0,293.0,1831506905
NaN,NaN,NaN,0.0,22.043478260869563,1.9130434782608692,1.0,0.0,2.0,294.0,1831506905
NaN,NaN,NaN,0.0,20.59090909090909,1.9090909090909087,1.0,0.0,2.0,295.0,1831506905
NaN,NaN,NaN,0.0,20.545454545454543,1.9090909090909087,1.0,0.0,2.0,296.0,1831506905
NaN,NaN,NaN,0.0,20.545454545454543,1.9090909090909087,1.0,0.0,2.0,297.0,1831506905
NaN,NaN,NaN,0.0,20.428571428571427,1.9047619047619044,1.0,0.0,2.0,298.0,1831506905
NaN,NaN,NaN,0.0,18.6,1.8999999999999997,1.0,0.0,2.0,299.0,1831506905
NaN,NaN,NaN,0.0,18.5,1.8999999999999997,1.0,0.0,2.0,300.0,1831506905
NaN,NaN,NaN,0.0,17.5,1.7999999999999998,1.0,0.0,2.0,301.0,1831506905
NaN,NaN,NaN,0.0,18.5,1.8999999999999997,1.0,0.0,2.0,302.0,1831506905
NaN,NaN,NaN,0.0,18.5,1.8999999999999997,1.0,0.0,2.0,303.0,1831506905
NaN,NaN,NaN,0.0,17.61904761904762,1.809523809523809,1.0,0.0,2.0,304.0,1831506905
NaN,NaN,NaN,0.0,19.38095238095238,1.9047619047619044,1.0,0.0,2.0,305.0,1831506905
NaN,NaN,NaN,0.0,19.1,1.8999999999999997,1.0,0.0,2.0,306.0,1831506905
NaN,NaN,NaN,0.0,17.349999999999998,1.7999999999999996,1.0,0.0,2.0,307.0,1831506905
NaN,NaN,NaN,0.0,18.333333333333332,1.8888888888888886,1.0,0.0,2.0,308.0,1831506905
NaN,NaN,NaN,0.0,17.63157894736842,1.8947368421052628,1.0,0.0,2.0,309.0,1831506905
NaN,NaN,NaN,0.0,16.83333333333333,1.8888888888888886,1.0,0.0,2.0,310.0,1831506905
NaN,NaN,NaN,0.0,16.64705882352941,1.8823529411764703,1.0,0.0,2.0,311.0,1831506905
NaN,NaN,NaN,0.0,15.941176470588236,1.8823529411764703,1.0,0.0,2.0,312.0,1831506905
NaN,NaN,NaN,0.0,15.055555555555557,1.7777777777777775,1.0,0.0,2.0,313.0,1831506905
NaN,NaN,NaN,0.0,16.77777777777778,1.8888888888888886,1.0,0.0,2.0,314.0,1831506905
NaN,NaN,NaN,0.0,16.77777777777778,1.8888888888888886,1.0,0.0,2.0,315.0,1831506905
NaN,NaN,NaN,0.0,16.77777777777778,1.8888888888888886,1.0,0.0,2.0,316.0,1831506905
NaN,NaN,NaN,0.0,16.375,1.8749999999999998,1.0,0.0,2.0,317.0,1831506905
NaN,NaN,NaN,0.0,14.3125,1.8749999999999998,1.0,0.0,2.0,318.0,1831506905
NaN,NaN,NaN,0.0,15.176470588235293,1.8823529411764703,1.0,0.0,2.0,319.0,1831506905
NaN,NaN,NaN,0.0,15.176470588235293,1.8823529411764703,1.0,0.0,2.0,320.0,1831506905
NaN,NaN,NaN,0.0,14.6875,1.8749999999999998,1.0,0.0,2.0,321.0,1831506905
NaN,NaN,NaN,0.0,14.937500000000002,1.8749999999999998,1.0,0.0,2.0,322.0,1831506905
NaN,NaN,NaN,0.0,14.3125,1.8749999999999998,1.0,0.0,2.0,323.0,1831506905
NaN,NaN,NaN,0.0,15.176470588235293,1.8823529411764703,1.0,0.0,2.0,324.0,1831506905
NaN,NaN,NaN,0.0,14.058823529411764,1.764705882352941,1.0,0.0,2.0,325.0,1831506905
NaN,NaN,NaN,0.0,15.176470588235293,1.8823529411764703,1.0,0.0,2.0,326.0,1831506905
NaN,NaN,NaN,0.0,15.176470588235293,1.8823529411764703,1.0,0.0,2.0,327.0,1831506905
NaN,NaN,NaN,0.0,15.176470588235293,1.8823529411764703,1.0,0.0,2.0,328.0,1831506905
NaN,NaN,NaN,0.0,16.055555555555557,1.8888888888888886,1.0,0.0,2.0,329.0,1831506905
NaN,NaN,NaN,0.0,14.61111111111111,1.7777777777777772,1.0,0.0,2.0,330.0,1831506905
NaN,NaN,NaN,0.0,16.055555555555557,1.8888888888888886,1.0,0.0,2.0,331.0,1831506905
NaN,NaN,NaN,0.0,15.64705882352941,1.8823529411764703,1.0,0.0,2.0,332.0,1831506905
NaN,NaN,NaN,0.0,15.176470588235293,1.8823529411764703,1.0,0.0,2.0,333.0,1831506905
NaN,NaN,NaN,0.0,13.764705882352942,1.764705882352941,1.0,0.0,2.0,334.0,1831506905
NaN,NaN,NaN,0.0,14.941176470588236,1.8823529411764703,1.0,0.0,2.0,335.0,1831506905
NaN,NaN,NaN,0.0,14.941176470588236,1.8823529411764703,1.0,0.0,2.0,336.0,1831506905
NaN,NaN,NaN,0.0,15.833333333333334,1.8888888888888886,1.0,0.0,2.0,337.0,1831506905
NaN,NaN,NaN,0.0,15.0,1.789473684210526,1.0,0.0,2.0,338.0,1831506905
NaN,NaN,NaN,0.0,17.75,1.8999999999999997,1.0,0.0,2.0,339.0,1831506905
NaN,NaN,NaN,0.0,17.157894736842106,1.8947368421052628,1.0,0.0,2.0,340.0,1831506905
NaN,NaN,NaN,0.0,16.000000000000004,1.7999999999999998,1.0,0.0,2.0,341.0,1831506905
NaN,NaN,NaN,0.0,17.75,1.8999999999999997,1.0,0.0,2.0,342.0,1831506905
NaN,NaN,NaN,0.0,18.199999999999996,1.8999999999999997,1.0,0.0,2.0,343.0,1831506905
NaN,NaN,NaN,0.0,17.75,1.8999999999999997,1.0,0.0,2.0,344.0,1831506905
NaN,NaN,NaN,0.0,17.75,1.8999999999999997,1.0,0.0,2.0,345.0,1831506905
NaN,NaN,NaN,0.0,17.75,1.8999999999999997,1.0,0.0,2.0,346.0,1831506905
NaN,NaN,NaN,0.0,17.75,1.8999999999999997,1.0,0.0,2.0,347.0,1831506905
NaN,NaN,NaN,0.0,17.95,1.8999999999999997,1.0,0.0,2.0,348.0,1831506905
NaN,NaN,NaN,0.0,18.0,1.8999999999999997,1.0,0.0,2.0,349.0,1831506905
NaN,NaN,NaN,0.0,18.904761904761905,1.9047619047619044,1.0,0.0,2.0,350.0,1831506905
NaN,NaN,NaN,0.0,18.05,1.8999999999999997,1.0,0.0,2.0,351.0,1831506905
NaN,NaN,NaN,0.0,16.450000000000003,1.7999999999999998,1.0,0.0,2.0,352.0,1831506905
NaN,NaN,NaN,0.0,18.0,1.8999999999999997,1.0,0.0,2.0,353.0,1831506905
NaN,NaN,NaN,0.0,18.904761904761905,1.9047619047619044,1.0,0.0,2.0,354.0,1831506905
NaN,NaN,NaN,0.0,17.736842105263158,1.8947368421052628,1.0,0.0,2.0,355.0,1831506905
NaN,NaN,NaN,0.0,18.0,1.8999999999999997,1.0,0.0,2.0,356.0,1831506905
NaN,NaN,NaN,0.0,18.0,1.8999999999999997,1.0,0.0,2.0,357.0,1831506905
NaN,NaN,NaN,0.0,17.142857142857146,1.8095238095238093,1.0,0.0,2.0,358.0,1831506905
NaN,NaN,NaN,0.0,18.904761904761905,1.9047619047619044,1.0,0.0,2.0,359.0,1831506905
NaN,NaN,NaN,0.0,19.666666666666668,1.9047619047619044,1.0,0.0,2.0,360.0,1831506905
NaN,NaN,NaN,0.0,19.81818181818182,1.9090909090909087,1.0,0.0,2.0,361.0,1831506905
NaN,NaN,NaN,0.0,20.73913043478261,1.9130434782608692,1.0,0.0,2.0,362.0,1831506905
NaN,NaN,NaN,0.0,20.68181818181818,1.9090909090909087,1.0,0.0,2.0,363.0,1831506905
NaN,NaN,NaN,0.0,19.043478260869566,1.8260869565217386,1.0,0.0,2.0,364.0,1831506905
NaN,NaN,NaN,0.0,21.75,1.9166666666666663,1.0,0.0,2.0,365.0,1831506905
NaN,NaN,NaN,0.0,21.916666666666668,1.9166666666666663,1.0,0.0,2.0,366.0,1831506905
NaN,NaN,NaN,0.0,21.916666666666668,1.9166666666666663,1.0,0.0,2.0,367.0,1831506905
NaN,NaN,NaN,0.0,21.478260869565215,1.9130434782608692,1.0,0.0,2.0,368.0,1831506905
NaN,NaN,NaN,0.0,21.916666666666668,1.9166666666666663,1.0,0.0,2.0,369.0,1831506905
NaN,NaN,NaN,0.0,21.12,1.8399999999999994,1.0,0.0,2.0,370.0,1831506905
NaN,NaN,NaN,0.0,23.846153846153847,1.923076923076923,1.0,0.0,2.0,371.0,1831506905
NaN,NaN,NaN,0.0,24.77777777777778,1.9259259259259258,1.0,0.0,2.0,372.0,1831506905
NaN,NaN,NaN,0.0,24.038461538461537,1.923076923076923,1.0,0.0,2.0,373.0,1831506905
NaN,NaN,NaN,0.0,22.962962962962962,1.8518518518518514,1.0,0.0,2.0,374.0,1831506905
NaN,NaN,NaN,0.0,23.32,1.9199999999999997,1.0,0.0,2.0,375.0,1831506905
NaN,NaN,NaN,0.0,22.03846153846154,1.8461538461538458,1.0,0.0,2.0,376.0,1831506905
NaN,NaN,NaN,0.0,23.000000000000004,1.9199999999999997,1.0,0.0,2.0,377.0,1831506905
NaN,NaN,NaN,0.0,22.92,1.9199999999999997,1.0,0.0,2.0,378.0,1831506905
NaN,NaN,NaN,0.0,22.03846153846154,1.8461538461538458,1.0,0.0,2.0,379.0,1831506905
NaN,NaN,NaN,0.0,23.000000000000004,1.9199999999999997,1.0,0.0,2.0,380.0,1831506905
NaN,NaN,NaN,0.0,22.92,1.9199999999999997,1.0,0.0,2.0,381.0,1831506905
NaN,NaN,NaN,0.0,22.833333333333336,1.9166666666666663,1.0,0.0,2.0,382.0,1831506905
NaN,NaN,NaN,0.0,21.238095238095234,1.9047619047619044,1.0,0.0,2.0,383.0,1831506905
NaN,NaN,NaN,0.0,19.285714285714285,1.9047619047619044,1.0,0.0,2.0,384.0,1831506905
NaN,NaN,NaN,0.0,19.285714285714285,1.9047619047619044,1.0,0.0,2.0,385.0,1831506905
NaN,NaN,NaN,0.0,17.523809523809526,1.809523809523809,1.0,0.0,2.0,386.0,1831506905
NaN,NaN,NaN,0.0,19.25,1.8999999999999997,1.0,0.0,2.0,387.0,1831506905
NaN,NaN,NaN,0.0,18.4,1.8999999999999997,1.0,0.0,2.0,388.0,1831506905
NaN,NaN,NaN,0.0,19.285714285714285,1.9047619047619047,1.0,0.0,2.0,389.0,1831506905
NaN,NaN,NaN,0.0,18.40909090909091,1.8181818181818181,1.0,0.0,2.0,390.0,1831506905
NaN,NaN,NaN,0.0,20.18181818181818,1.909090909090909,1.0,0.0,2.0,391.0,1831506905
NaN,NaN,NaN,0.0,20.18181818181818,1.909090909090909,1.0,0.0,2.0,392.0,1831506905
NaN,NaN,NaN,0.0,20.18181818181818,1.909090909090909,1.0,0.0,2.0,393.0,1831506905
NaN,NaN,NaN,0.0,20.18181818181818,1.909090909090909,1.0,0.0,2.0,394.0,1831506905
NaN,NaN,NaN,0.0,20.81818181818182,1.9090909090909087,1.0,0.0,2.0,395.0,1831506905
NaN,NaN,NaN,0.0,19.952380952380953,1.9047619047619044,1.0,0.0,2.0,396.0,1831506905
NaN,NaN,NaN,0.0,20.18181818181818,1.9090909090909087,1.0,0.0,2.0,397.0,1831506905
NaN,NaN,NaN,0.0,19.80952380952381,1.9047619047619044,1.0,0.0,2.0,398.0,1831506905
NaN,NaN,NaN,0.0,19.285714285714285,1.9047619047619044,1.0,0.0,2.0,399.0,1831506905
NaN,NaN,NaN,0.0,18.9,1.8999999999999997,1.0,0.0,2.0,400.0,1831506905
NaN,NaN,NaN,0.0,18.4,1.8999999999999997,1.0,0.0,2.0,401.0,1831506905
NaN,NaN,NaN,0.0,17.523809523809526,1.809523809523809,1.0,0.0,2.0,402.0,1831506905
NaN,NaN,NaN,0.0,17.61904761904762,1.809523809523809,1.0,0.0,2.0,403.0,1831506905
NaN,NaN,NaN,0.0,19.476190476190474,1.9047619047619044,1.0,0.0,2.0,404.0,1831506905
NaN,NaN,NaN,0.0,20.18181818181818,1.9090909090909087,1.0,0.0,2.0,405.0,1831506905
NaN,NaN,NaN,0.0,18.95,1.8999999999999997,1.0,0.0,2.0,406.0,1831506905
NaN,NaN,NaN,0.0,18.299999999999997,1.8999999999999997,1.0,0.0,2.0,407.0,1831506905
NaN,NaN,NaN,0.0,18.45,1.8999999999999997,1.0,0.0,2.0,408.0,1831506905
NaN,NaN,NaN,0.0,18.299999999999997,1.8999999999999997,1.0,0.0,2.0,409.0,1831506905
NaN,NaN,NaN,0.0,18.0,1.8947368421052628,1.0,0.0,2.0,410.0,1831506905
NaN,NaN,NaN,0.0,18.299999999999997,1.8999999999999997,1.0,0.0,2.0,411.0,1831506905
NaN,NaN,NaN,0.0,19.19047619047619,1.9047619047619044,1.0,0.0,2.0,412.0,1831506905
NaN,NaN,NaN,0.0,18.349999999999998,1.8999999999999997,1.0,0.0,2.0,413.0,1831506905
NaN,NaN,NaN,0.0,17.526315789473685,1.8947368421052628,1.0,0.0,2.0,414.0,1831506905
NaN,NaN,NaN,0.0,18.299999999999997,1.8999999999999997,1.0,0.0,2.0,415.0,1831506905
NaN,NaN,NaN,0.0,17.421052631578945,1.8947368421052628,1.0,0.0,2.0,416.0,1831506905
NaN,NaN,NaN,0.0,18.299999999999997,1.8999999999999997,1.0,0.0,2.0,417.0,1831506905
NaN,NaN,NaN,0.0,18.299999999999997,1.8999999999999997,1.0,0.0,2.0,418.0,1831506905
NaN,NaN,NaN,0.0,19.19047619047619,1.9047619047619044,1.0,0.0,2.0,419.0,1831506905
NaN,NaN,NaN,0.0,17.650000000000002,1.7999999999999996,1.0,0.0,2.0,420.0,1831506905
NaN,NaN,NaN,0.0,19.19047619047619,1.9047619047619044,1.0,0.0,2.0,421.0,1831506905
NaN,NaN,NaN,0.0,20.09090909090909,1.9090909090909087,1.0,0.0,2.0,422.0,1831506905
NaN,NaN,NaN,0.0,19.599999999999994,1.8999999999999997,1.0,0.0,2.0,423.0,1831506905
NaN,NaN,NaN,0.0,19.19047619047619,1.9047619047619044,1.0,0.0,2.0,424.0,1831506905
NaN,NaN,NaN,0.0,19.19047619047619,1.9047619047619044,1.0,0.0,2.0,425.0,1831506905
NaN,NaN,NaN,0.0,19.19047619047619,1.9047619047619044,1.0,0.0,2.0,426.0,1831506905
NaN,NaN,NaN,0.0,18.318181818181817,1.818181818181818,1.0,0.0,2.0,427.0,1831506905
NaN,NaN,NaN,0.0,21.0,1.9130434782608692,1.0,0.0,2.0,428.0,1831506905
NaN,NaN,NaN,0.0,21.916666666666668,1.9166666666666663,1.0,0.0,2.0,429.0,1831506905
NaN,NaN,NaN,0.0,22.791666666666668,1.9166666666666663,1.0,0.0,2.0,430.0,1831506905
NaN,NaN,NaN,0.0,21.040000000000003,1.8399999999999994,1.0,0.0,2.0,431.0,1831506905
NaN,NaN,NaN,0.0,22.84,1.9199999999999997,1.0,0.0,2.0,432.0,1831506905
NaN,NaN,NaN,0.0,22.84,1.9199999999999997,1.0,0.0,2.0,433.0,1831506905
NaN,NaN,NaN,0.0,22.374999999999996,1.9166666666666663,1.0,0.0,2.0,434.0,1831506905
NaN,NaN,NaN,0.0,21.916666666666668,1.9166666666666663,1.0,0.0,2.0,435.0,1831506905
NaN,NaN,NaN,0.0,22.08333333333333,1.9166666666666663,1.0,0.0,2.0,436.0,1831506905
NaN,NaN,NaN,0.0,22.84,1.9199999999999997,1.0,0.0,2.0,437.0,1831506905
NaN,NaN,NaN,0.0,21.916666666666668,1.9166666666666663,1.0,0.0,2.0,438.0,1831506905
NaN,NaN,NaN,0.0,22.84,1.9199999999999997,1.0,0.0,2.0,439.0,1831506905
NaN,NaN,NaN,0.0,22.84,1.9199999999999997,1.0,0.0,2.0,440.0,1831506905
NaN,NaN,NaN,0.0,23.76923076923077,1.923076923076923,1.0,0.0,2.0,441.0,1831506905
NaN,NaN,NaN,0.0,23.76923076923077,1.923076923076923,1.0,0.0,2.0,442.0,1831506905
NaN,NaN,NaN,0.0,23.56,1.92,1.0,0.0,2.0,443.0,1831506905
NaN,NaN,NaN,0.0,23.520000000000003,1.92,1.0,0.0,2.0,444.0,1831506905
NaN,NaN,NaN,0.0,22.076923076923084,1.8461538461538458,1.0,0.0,2.0,445.0,1831506905
NaN,NaN,NaN,0.0,22.119999999999997,1.8399999999999996,1.0,0.0,2.0,446.0,1831506905
NaN,NaN,NaN,0.0,22.541666666666668,1.9166666666666665,1.0,0.0,2.0,447.0,1831506905
NaN,NaN,NaN,0.0,22.041666666666668,1.9166666666666665,1.0,0.0,2.0,448.0,1831506905
NaN,NaN,NaN,0.0,22.959999999999997,1.92,1.0,0.0,2.0,449.0,1831506905
NaN,NaN,NaN,0.0,22.959999999999997,1.92,1.0,0.0,2.0,450.0,1831506905
NaN,NaN,NaN,0.0,23.0,1.92,1.0,0.0,2.0,451.0,1831506905
NaN,NaN,NaN,0.0,22.11538461538462,1.8461538461538458,1.0,0.0,2.0,452.0,1831506905
NaN,NaN,NaN,0.0,24.461538461538463,1.923076923076923,1.0,0.0,2.0,453.0,1831506905
NaN,NaN,NaN,0.0,24.192307692307693,1.923076923076923,1.0,0.0,2.0,454.0,1831506905
NaN,NaN,NaN,0.0,24.851851851851855,1.9259259259259258,1.0,0.0,2.0,455.0,1831506905
NaN,NaN,NaN,0.0,24.851851851851855,1.9259259259259258,1.0,0.0,2.0,456.0,1831506905
NaN,NaN,NaN,0.0,24.851851851851855,1.9259259259259258,1.0,0.0,2.0,457.0,1831506905
NaN,NaN,NaN,0.0,24.04,1.92,1.0,0.0,2.0,458.0,1831506905
NaN,NaN,NaN,0.0,23.0,1.92,1.0,0.0,2.0,459.0,1831506905
NaN,NaN,NaN,0.0,23.0,1.92,1.0,0.0,2.0,460.0,1831506905
NaN,NaN,NaN,0.0,23.0,1.92,1.0,0.0,2.0,461.0,1831506905
NaN,NaN,NaN,0.0,23.0,1.92,1.0,0.0,2.0,462.0,1831506905
NaN,NaN,NaN,0.0,23.0,1.92,1.0,0.0,2.0,463.0,1831506905
NaN,NaN,NaN,0.0,22.291666666666668,1.9166666666666665,1.0,0.0,2.0,464.0,1831506905
NaN,NaN,NaN,0.0,22.083333333333332,1.9166666666666665,1.0,0.0,2.0,465.0,1831506905
NaN,NaN,NaN,0.0,21.782608695652176,1.9130434782608694,1.0,0.0,2.0,466.0,1831506905
NaN,NaN,NaN,0.0,20.318181818181817,1.909090909090909,1.0,0.0,2.0,467.0,1831506905
NaN,NaN,NaN,0.0,20.181818181818183,1.909090909090909,1.0,0.0,2.0,468.0,1831506905
NaN,NaN,NaN,0.0,19.523809523809526,1.9047619047619047,1.0,0.0,2.0,469.0,1831506905
NaN,NaN,NaN,0.0,17.947368421052634,1.8947368421052628,1.0,0.0,2.0,470.0,1831506905
NaN,NaN,NaN,0.0,17.526315789473685,1.8947368421052628,1.0,0.0,2.0,471.0,1831506905
NaN,NaN,NaN,0.0,17.055555555555557,1.8888888888888886,1.0,0.0,2.0,472.0,1831506905
NaN,NaN,NaN,0.0,16.666666666666664,1.8888888888888886,1.0,0.0,2.0,473.0,1831506905
NaN,NaN,NaN,0.0,16.666666666666664,1.8888888888888886,1.0,0.0,2.0,474.0,1831506905
NaN,NaN,NaN,0.0,16.529411764705884,1.8823529411764703,1.0,0.0,2.0,475.0,1831506905
NaN,NaN,NaN,0.0,15.823529411764707,1.8823529411764703,1.0,0.0,2.0,476.0,1831506905
NaN,NaN,NaN,0.0,14.8,1.8666666666666665,1.0,0.0,2.0,477.0,1831506905
NaN,NaN,NaN,0.0,14.2,1.8666666666666665,1.0,0.0,2.0,478.0,1831506905
NaN,NaN,NaN,0.0,13.5,1.857142857142857,1.0,0.0,2.0,479.0,1831506905
NaN,NaN,NaN,0.0,13.428571428571427,1.857142857142857,1.0,0.0,2.0,480.0,1831506905
NaN,NaN,NaN,0.0,13.076923076923077,1.846153846153846,1.0,0.0,2.0,481.0,1831506905
NaN,NaN,NaN,0.0,12.166666666666666,1.8333333333333333,1.0,0.0,2.0,482.0,1831506905
NaN,NaN,NaN,0.0,11.454545454545455,1.8181818181818181,1.0,0.0,2.0,483.0,1831506905
NaN,NaN,NaN,0.0,10.272727272727273,1.8181818181818181,1.0,0.0,2.0,484.0,1831506905
NaN,NaN,NaN,0.0,10.272727272727273,1.8181818181818181,1.0,0.0,2.0,485.0,1831506905
NaN,NaN,NaN,0.0,10.272727272727273,1.8181818181818181,1.0,0.0,2.0,486.0,1831506905
NaN,NaN,NaN,0.0,10.272727272727273,1.8181818181818181,1.0,0.0,2.0,487.0,1831506905
NaN,NaN,NaN,0.0,9.8,1.7999999999999998,1.0,0.0,2.0,488.0,1831506905
NaN,NaN,NaN,0.0,9.6,1.7999999999999998,1.0,0.0,2.0,489.0,1831506905
NaN,NaN,NaN,0.0,9.11111111111111,1.7777777777777777,1.0,0.0,2.0,490.0,1831506905
NaN,NaN,NaN,0.0,8.75,1.75,1.0,0.0,2.0,491.0,1831506905
NaN,NaN,NaN,0.0,8.5,1.75,1.0,0.0,2.0,492.0,1831506905
NaN,NaN,NaN,0.0,8.5,1.75,1.0,0.0,2.0,493.0,1831506905
NaN,NaN,NaN,0.0,8.5,1.75,1.0,0.0,2.0,494.0,1831506905
NaN,NaN,NaN,0.0,8.5,1.75,1.0,0.0,2.0,495.0,1831506905
NaN,NaN,NaN,0.0,8.571428571428571,1.7142857142857144,1.0,0.0,2.0,496.0,1831506905
NaN,NaN,NaN,0.0,8.142857142857142,1.7142857142857144,1.0,0.0,2.0,497.0,1831506905
NaN,NaN,NaN,0.0,8.5,1.75,1.0,0.0,2.0,498.0,1831506905
NaN,NaN,NaN,0.0,7.625,1.5,1.0,0.0,2.0,499.0,1831506905
NaN,NaN,NaN,0.0,9.0,1.7777777777777777,1.0,0.0,2.0,500.0,1831506905
NaN,NaN,NaN,0.0,7.222222222222223,1.7777777777777777,1.0,0.0,2.0,501.0,1831506905
NaN,NaN,NaN,0.0,7.0,1.75,1.0,0.0,2.0,502.0,1831506905
NaN,NaN,NaN,0.0,6.5,1.75,1.0,0.0,2.0,503.0,1831506905
NaN,NaN,NaN,0.0,5.5,1.5,1.0,0.0,2.0,504.0,1831506905
NaN,NaN,NaN,0.0,6.5,1.75,1.0,0.0,2.0,505.0,1831506905
NaN,NaN,NaN,0.0,5.777777777777778,1.5555555555555556,1.0,0.0,2.0,506.0,1831506905
NaN,NaN,NaN,0.0,6.25,1.75,1.0,0.0,2.0,507.0,1831506905
NaN,NaN,NaN,0.0,6.888888888888889,1.7777777777777777,1.0,0.0,2.0,508.0,1831506905
NaN,NaN,NaN,0.0,7.800000000000001,1.7999999999999998,1.0,0.0,2.0,509.0,1831506905
NaN,NaN,NaN,0.0,8.636363636363638,1.8181818181818181,1.0,0.0,2.0,510.0,1831506905
NaN,NaN,NaN,0.0,8.636363636363638,1.8181818181818181,1.0,0.0,2.0,511.0,1831506905
NaN,NaN,NaN,0.0,8.636363636363638,1.8181818181818181,1.0,0.0,2.0,512.0,1831506905
NaN,NaN,NaN,0.0,8.636363636363638,1.8181818181818181,1.0,0.0,2.0,513.0,1831506905
NaN,NaN,NaN,0.0,8.636363636363638,1.8181818181818181,1.0,0.0,2.0,514.0,1831506905
NaN,NaN,NaN,0.0,7.916666666666666,1.6666666666666667,1.0,0.0,2.0,515.0,1831506905
NaN,NaN,NaN,0.0,10.384615384615385,1.846153846153846,1.0,0.0,2.0,516.0,1831506905
