"total size","ECM","fibers","necrosis","tick"
13222.0,3999.0,9223.0,0.0,602.0
13221.0,3997.0,9224.0,0.0,603.0
13221.0,3995.0,9226.0,0.0,604.0
13221.0,3993.0,9228.0,0.0,605.0
13221.0,3991.0,9230.0,0.0,606.0
13221.0,3990.0,9231.0,0.0,607.0
13223.0,3989.0,9234.0,0.0,608.0
13222.0,3986.0,9236.0,0.0,609.0
13223.0,3978.0,9245.0,0.0,610.0
13222.0,3976.0,9246.0,0.0,611.0
13222.0,3974.0,9248.0,0.0,612.0
13223.0,3972.0,9251.0,0.0,613.0
13224.0,3974.0,9250.0,0.0,614.0
13225.0,3975.0,9250.0,0.0,615.0
13226.0,3974.0,9252.0,0.0,616.0
13226.0,3973.0,9253.0,0.0,617.0
13227.0,3972.0,9255.0,0.0,618.0
13230.0,3972.0,9258.0,0.0,619.0
13229.0,3973.0,9256.0,0.0,620.0
13230.0,3973.0,9257.0,0.0,621.0
13230.0,3973.0,9257.0,0.0,622.0
13230.0,3973.0,9257.0,0.0,623.0
13230.0,3973.0,9257.0,0.0,624.0
13231.0,3973.0,9258.0,0.0,625.0
13254.0,3995.0,9259.0,0.0,626.0
13253.0,3994.0,9259.0,0.0,627.0
13253.0,3994.0,9259.0,0.0,628.0
13253.0,3994.0,9259.0,0.0,629.0
13253.0,3993.0,9260.0,0.0,630.0
13255.0,3994.0,9261.0,0.0,631.0
13256.0,3994.0,9262.0,0.0,632.0
13256.0,3994.0,9262.0,0.0,633.0
13257.0,3993.0,9264.0,0.0,634.0
13257.0,3994.0,9263.0,0.0,635.0
13257.0,3995.0,9262.0,0.0,636.0
13257.0,3995.0,9262.0,0.0,637.0
13257.0,3995.0,9262.0,0.0,638.0
13258.0,3995.0,9263.0,0.0,639.0
13259.0,3994.0,9265.0,0.0,640.0
13259.0,3994.0,9265.0,0.0,641.0
13259.0,3994.0,9265.0,0.0,642.0
13259.0,3992.0,9267.0,0.0,643.0
13259.0,3991.0,9268.0,0.0,644.0
13259.0,3990.0,9269.0,0.0,645.0
13259.0,3989.0,9270.0,0.0,646.0
13261.0,3991.0,9270.0,0.0,647.0
13261.0,3990.0,9271.0,0.0,648.0
13261.0,3990.0,9271.0,0.0,649.0
13267.0,3996.0,9271.0,0.0,650.0
13267.0,3996.0,9271.0,0.0,651.0
13267.0,3996.0,9271.0,0.0,652.0
13267.0,3996.0,9271.0,0.0,653.0
13268.0,3999.0,9269.0,0.0,654.0
13267.0,3997.0,9270.0,0.0,655.0
13268.0,3998.0,9270.0,0.0,656.0
13268.0,3997.0,9271.0,0.0,657.0
13268.0,3996.0,9272.0,0.0,658.0
13268.0,3994.0,9274.0,0.0,659.0
13268.0,3993.0,9275.0,0.0,660.0
13268.0,3993.0,9275.0,0.0,661.0
13269.0,3994.0,9275.0,0.0,662.0
13268.0,3993.0,9275.0,0.0,663.0
13268.0,3993.0,9275.0,0.0,664.0
13268.0,3993.0,9275.0,0.0,665.0
13268.0,3993.0,9275.0,0.0,666.0
13268.0,3993.0,9275.0,0.0,667.0
13269.0,3992.0,9277.0,0.0,668.0
13269.0,3992.0,9277.0,0.0,669.0
13269.0,3993.0,9276.0,0.0,670.0
13269.0,3994.0,9275.0,0.0,671.0
13269.0,3992.0,9277.0,0.0,672.0
