"total size","ECM","fibers","necrosis","tick"
12134.0,4177.0,7085.0,872.0,220.0
12131.0,4161.0,7098.0,872.0,221.0
12129.0,4151.0,7106.0,872.0,222.0
12129.0,4140.0,7117.0,872.0,223.0
12126.0,4125.0,7129.0,872.0,224.0
12125.0,4116.0,7137.0,872.0,225.0
12123.0,4097.0,7154.0,872.0,226.0
12123.0,4086.0,7165.0,872.0,227.0
12121.0,4079.0,7170.0,872.0,228.0
12120.0,4061.0,7187.0,872.0,229.0
12118.0,4048.0,7198.0,872.0,230.0
12118.0,4036.0,7210.0,872.0,231.0
12118.0,4021.0,7225.0,872.0,232.0
12118.0,4012.0,7234.0,872.0,233.0
12115.0,3996.0,7247.0,872.0,234.0
12113.0,3983.0,7258.0,872.0,235.0
12112.0,3967.0,7273.0,872.0,236.0
12110.0,3953.0,7285.0,872.0,237.0
12110.0,3936.0,7302.0,872.0,238.0
12110.0,3924.0,7314.0,872.0,239.0
12110.0,3907.0,7331.0,872.0,240.0
12109.0,3892.0,7345.0,872.0,241.0
12183.0,3950.0,7361.0,872.0,242.0
12182.0,3939.0,7371.0,872.0,243.0
12182.0,3929.0,7381.0,872.0,244.0
12182.0,3918.0,7392.0,872.0,245.0
12183.0,3907.0,7404.0,872.0,246.0
12184.0,3893.0,7419.0,872.0,247.0
12185.0,3882.0,7431.0,872.0,248.0
12185.0,3865.0,7448.0,872.0,249.0
12187.0,3850.0,7465.0,872.0,250.0
12185.0,3840.0,7473.0,872.0,251.0
12186.0,3829.0,7485.0,872.0,252.0
12186.0,3814.0,7500.0,872.0,253.0
12186.0,3798.0,7516.0,872.0,254.0
12186.0,3783.0,7531.0,872.0,255.0
12186.0,3768.0,7546.0,872.0,256.0
12187.0,3756.0,7559.0,872.0,257.0
12188.0,3748.0,7568.0,872.0,258.0
12190.0,3747.0,7571.0,872.0,259.0
12190.0,3730.0,7588.0,872.0,260.0
12193.0,3720.0,7601.0,872.0,261.0
12195.0,3707.0,7616.0,872.0,262.0
12195.0,3701.0,7622.0,872.0,263.0
12195.0,3685.0,7638.0,872.0,264.0
12194.0,3671.0,7651.0,872.0,265.0
12262.0,3724.0,7666.0,872.0,266.0
12264.0,3713.0,7679.0,872.0,267.0
12264.0,3703.0,7689.0,872.0,268.0
12264.0,3692.0,7700.0,872.0,269.0
12265.0,3678.0,7715.0,872.0,270.0
12266.0,3670.0,7724.0,872.0,271.0
12267.0,3659.0,7736.0,872.0,272.0
12267.0,3650.0,7745.0,872.0,273.0
12268.0,3634.0,7762.0,872.0,274.0
12268.0,3615.0,7781.0,872.0,275.0
12268.0,3602.0,7794.0,872.0,276.0
12269.0,3594.0,7803.0,872.0,277.0
12270.0,3584.0,7814.0,872.0,278.0
12270.0,3576.0,7822.0,872.0,279.0
12274.0,3566.0,7836.0,872.0,280.0
12275.0,3571.0,7832.0,872.0,281.0
12275.0,3554.0,7849.0,872.0,282.0
12276.0,3540.0,7864.0,872.0,283.0
12278.0,3531.0,7875.0,872.0,284.0
12278.0,3524.0,7882.0,872.0,285.0
12280.0,3522.0,7886.0,872.0,286.0
12280.0,3509.0,7899.0,872.0,287.0
12281.0,3504.0,7905.0,872.0,288.0
12283.0,3499.0,7912.0,872.0,289.0
12365.0,3577.0,7916.0,872.0,290.0
12366.0,3564.0,7930.0,872.0,291.0
12368.0,3559.0,7937.0,872.0,292.0
12370.0,3546.0,7952.0,872.0,293.0
12371.0,3535.0,7964.0,872.0,294.0
12373.0,3532.0,7969.0,872.0,295.0
12373.0,3521.0,7980.0,872.0,296.0
12376.0,3513.0,7991.0,872.0,297.0
12378.0,3506.0,8000.0,872.0,298.0
12379.0,3498.0,8009.0,872.0,299.0
12380.0,3483.0,8025.0,872.0,300.0
12380.0,3476.0,8032.0,872.0,301.0
12380.0,3466.0,8042.0,872.0,302.0
12381.0,3454.0,8055.0,872.0,303.0
12382.0,3449.0,8061.0,872.0,304.0
12383.0,3454.0,8057.0,872.0,305.0
12384.0,3458.0,8054.0,872.0,306.0
12384.0,3450.0,8062.0,872.0,307.0
12386.0,3436.0,8078.0,872.0,308.0
12387.0,3431.0,8084.0,872.0,309.0
12391.0,3431.0,8088.0,872.0,310.0
12393.0,3424.0,8097.0,872.0,311.0
12392.0,3424.0,8096.0,872.0,312.0
12393.0,3417.0,8104.0,872.0,313.0
12467.0,3482.0,8113.0,872.0,314.0
12468.0,3483.0,8113.0,872.0,315.0
12469.0,3477.0,8120.0,872.0,316.0
12472.0,3472.0,8128.0,872.0,317.0
12470.0,3460.0,8138.0,872.0,318.0
12470.0,3452.0,8146.0,872.0,319.0
12471.0,3440.0,8159.0,872.0,320.0
12471.0,3431.0,8168.0,872.0,321.0
12469.0,3421.0,8176.0,872.0,322.0
12469.0,3405.0,8192.0,872.0,323.0
12469.0,3389.0,8208.0,872.0,324.0
12469.0,3381.0,8216.0,872.0,325.0
12471.0,3376.0,8223.0,872.0,326.0
12473.0,3382.0,8219.0,872.0,327.0
12475.0,3379.0,8224.0,872.0,328.0
12477.0,3377.0,8228.0,872.0,329.0
12481.0,3367.0,8242.0,872.0,330.0
12480.0,3366.0,8242.0,872.0,331.0
12482.0,3360.0,8250.0,872.0,332.0
12486.0,3351.0,8263.0,872.0,333.0
12488.0,3346.0,8270.0,872.0,334.0
12489.0,3346.0,8271.0,872.0,335.0
12490.0,3339.0,8279.0,872.0,336.0
12494.0,3342.0,8280.0,872.0,337.0
12560.0,3394.0,8294.0,872.0,338.0
12557.0,3396.0,8289.0,872.0,339.0
12560.0,3394.0,8294.0,872.0,340.0
12559.0,3393.0,8294.0,872.0,341.0
12561.0,3383.0,8306.0,872.0,342.0
12563.0,3391.0,8300.0,872.0,343.0
12565.0,3377.0,8316.0,872.0,344.0
12567.0,3371.0,8324.0,872.0,345.0
12569.0,3367.0,8330.0,872.0,346.0
12575.0,3386.0,8317.0,872.0,347.0
12577.0,3379.0,8326.0,872.0,348.0
12579.0,3372.0,8335.0,872.0,349.0
12580.0,3372.0,8336.0,872.0,350.0
12583.0,3373.0,8338.0,872.0,351.0
12586.0,3374.0,8340.0,872.0,352.0
12591.0,3383.0,8336.0,872.0,353.0
12592.0,3377.0,8343.0,872.0,354.0
12594.0,3357.0,8365.0,872.0,355.0
12596.0,3354.0,8370.0,872.0,356.0
12602.0,3358.0,8372.0,872.0,357.0
12605.0,3346.0,8387.0,872.0,358.0
12607.0,3341.0,8394.0,872.0,359.0
12610.0,3333.0,8405.0,872.0,360.0
12612.0,3328.0,8412.0,872.0,361.0
12692.0,3400.0,8420.0,872.0,362.0
12692.0,3401.0,8419.0,872.0,363.0
12692.0,3395.0,8425.0,872.0,364.0
12694.0,3388.0,8434.0,872.0,365.0
12697.0,3378.0,8447.0,872.0,366.0
12701.0,3374.0,8455.0,872.0,367.0
12703.0,3371.0,8460.0,872.0,368.0
12703.0,3358.0,8473.0,872.0,369.0
12707.0,3358.0,8477.0,872.0,370.0
12712.0,3360.0,8480.0,872.0,371.0
12717.0,3358.0,8487.0,872.0,372.0
12719.0,3351.0,8496.0,872.0,373.0
12722.0,3354.0,8496.0,872.0,374.0
12725.0,3356.0,8497.0,872.0,375.0
12728.0,3352.0,8504.0,872.0,376.0
12730.0,3351.0,8507.0,872.0,377.0
12732.0,3341.0,8519.0,872.0,378.0
12736.0,3328.0,8536.0,872.0,379.0
12738.0,3333.0,8533.0,872.0,380.0
12743.0,3323.0,8548.0,872.0,381.0
12747.0,3325.0,8550.0,872.0,382.0
12750.0,3321.0,8557.0,872.0,383.0
12755.0,3339.0,8544.0,872.0,384.0
12760.0,3330.0,8558.0,872.0,385.0
12848.0,3426.0,8550.0,872.0,386.0
12850.0,3413.0,8565.0,872.0,387.0
12854.0,3411.0,8571.0,872.0,388.0
12857.0,3405.0,8580.0,872.0,389.0
12860.0,3417.0,8571.0,872.0,390.0
12862.0,3417.0,8573.0,872.0,391.0
12864.0,3404.0,8588.0,872.0,392.0
12865.0,3404.0,8589.0,872.0,393.0
12872.0,3415.0,8585.0,872.0,394.0
12874.0,3406.0,8596.0,872.0,395.0
12877.0,3404.0,8601.0,872.0,396.0
12879.0,3411.0,8596.0,872.0,397.0
12879.0,3397.0,8610.0,872.0,398.0
12882.0,3384.0,8626.0,872.0,399.0
12886.0,3398.0,8616.0,872.0,400.0
12888.0,3392.0,8624.0,872.0,401.0
12892.0,3408.0,8612.0,872.0,402.0
12899.0,3400.0,8627.0,872.0,403.0
12907.0,3438.0,8597.0,872.0,404.0
12908.0,3425.0,8611.0,872.0,405.0
12910.0,3417.0,8621.0,872.0,406.0
12912.0,3415.0,8625.0,872.0,407.0
12917.0,3407.0,8638.0,872.0,408.0
12918.0,3418.0,8628.0,872.0,409.0
13003.0,3505.0,8626.0,872.0,410.0
13004.0,3506.0,8626.0,872.0,411.0
13008.0,3503.0,8633.0,872.0,412.0
13014.0,3512.0,8630.0,872.0,413.0
13016.0,3500.0,8644.0,872.0,414.0
13016.0,3494.0,8650.0,872.0,415.0
13017.0,3479.0,8666.0,872.0,416.0
13021.0,3474.0,8675.0,872.0,417.0
13026.0,3486.0,8668.0,872.0,418.0
13030.0,3488.0,8670.0,872.0,419.0
13037.0,3499.0,8666.0,872.0,420.0
13038.0,3504.0,8662.0,872.0,421.0
13037.0,3497.0,8668.0,872.0,422.0
13039.0,3498.0,8669.0,872.0,423.0
13045.0,3506.0,8667.0,872.0,424.0
13047.0,3497.0,8678.0,872.0,425.0
13051.0,3506.0,8673.0,872.0,426.0
13056.0,3499.0,8685.0,872.0,427.0
13067.0,3499.0,8696.0,872.0,428.0
13072.0,3497.0,8703.0,872.0,429.0
13076.0,3489.0,8715.0,872.0,430.0
13081.0,3484.0,8725.0,872.0,431.0
13084.0,3475.0,8737.0,872.0,432.0
13088.0,3472.0,8744.0,872.0,433.0
13164.0,3531.0,8761.0,872.0,434.0
13168.0,3541.0,8755.0,872.0,435.0
13167.0,3524.0,8771.0,872.0,436.0
13172.0,3515.0,8785.0,872.0,437.0
13172.0,3522.0,8778.0,872.0,438.0
13171.0,3510.0,8789.0,872.0,439.0
13175.0,3509.0,8794.0,872.0,440.0
13177.0,3498.0,8807.0,872.0,441.0
13184.0,3492.0,8820.0,872.0,442.0
13190.0,3515.0,8803.0,872.0,443.0
13194.0,3517.0,8805.0,872.0,444.0
13197.0,3515.0,8810.0,872.0,445.0
13198.0,3512.0,8814.0,872.0,446.0
13209.0,3517.0,8820.0,872.0,447.0
13214.0,3506.0,8836.0,872.0,448.0
13216.0,3519.0,8825.0,872.0,449.0
13215.0,3510.0,8833.0,872.0,450.0
13216.0,3503.0,8841.0,872.0,451.0
13219.0,3504.0,8843.0,872.0,452.0
13220.0,3498.0,8850.0,872.0,453.0
13219.0,3494.0,8853.0,872.0,454.0
13221.0,3489.0,8860.0,872.0,455.0
13223.0,3491.0,8860.0,872.0,456.0
13223.0,3491.0,8860.0,872.0,457.0
13308.0,3569.0,8867.0,872.0,458.0
13303.0,3560.0,8871.0,872.0,459.0
13304.0,3557.0,8875.0,872.0,460.0
13305.0,3551.0,8882.0,872.0,461.0
13307.0,3549.0,8886.0,872.0,462.0
13307.0,3547.0,8888.0,872.0,463.0
13312.0,3555.0,8885.0,872.0,464.0
13314.0,3556.0,8886.0,872.0,465.0
13315.0,3555.0,8888.0,872.0,466.0
13316.0,3554.0,8890.0,872.0,467.0
13317.0,3553.0,8892.0,872.0,468.0
13319.0,3552.0,8895.0,872.0,469.0
13322.0,3549.0,8901.0,872.0,470.0
13323.0,3545.0,8906.0,872.0,471.0
13325.0,3546.0,8907.0,872.0,472.0
13326.0,3551.0,8903.0,872.0,473.0
13326.0,3549.0,8905.0,872.0,474.0
13326.0,3546.0,8908.0,872.0,475.0
13331.0,3554.0,8905.0,872.0,476.0
13330.0,3550.0,8908.0,872.0,477.0
13330.0,3546.0,8912.0,872.0,478.0
13332.0,3546.0,8914.0,872.0,479.0
13333.0,3544.0,8917.0,872.0,480.0
13334.0,3547.0,8915.0,872.0,481.0
13394.0,3606.0,8916.0,872.0,482.0
13395.0,3605.0,8918.0,872.0,483.0
13397.0,3614.0,8911.0,872.0,484.0
13399.0,3610.0,8917.0,872.0,485.0
13400.0,3607.0,8921.0,872.0,486.0
13401.0,3602.0,8927.0,872.0,487.0
13404.0,3605.0,8927.0,872.0,488.0
13407.0,3602.0,8933.0,872.0,489.0
13409.0,3608.0,8929.0,872.0,490.0
13410.0,3608.0,8930.0,872.0,491.0
13412.0,3609.0,8931.0,872.0,492.0
13410.0,3605.0,8933.0,872.0,493.0
13412.0,3604.0,8936.0,872.0,494.0
13413.0,3612.0,8929.0,872.0,495.0
13413.0,3610.0,8931.0,872.0,496.0
13413.0,3608.0,8933.0,872.0,497.0
13413.0,3607.0,8934.0,872.0,498.0
13416.0,3608.0,8936.0,872.0,499.0
13418.0,3613.0,8933.0,872.0,500.0
13418.0,3611.0,8935.0,872.0,501.0
13418.0,3608.0,8938.0,872.0,502.0
13418.0,3607.0,8939.0,872.0,503.0
13421.0,3628.0,8921.0,872.0,504.0
13423.0,3627.0,8924.0,872.0,505.0
13459.0,3656.0,8931.0,872.0,506.0
13461.0,3659.0,8930.0,872.0,507.0
13462.0,3646.0,8944.0,872.0,508.0
13465.0,3645.0,8948.0,872.0,509.0
13465.0,3629.0,8964.0,872.0,510.0
13470.0,3639.0,8959.0,872.0,511.0
13471.0,3633.0,8966.0,872.0,512.0
13472.0,3628.0,8972.0,872.0,513.0
13474.0,3635.0,8967.0,872.0,514.0
13476.0,3634.0,8970.0,872.0,515.0
13475.0,3627.0,8976.0,872.0,516.0
13476.0,3615.0,8989.0,872.0,517.0
13477.0,3620.0,8985.0,872.0,518.0
13479.0,3618.0,8989.0,872.0,519.0
13482.0,3613.0,8997.0,872.0,520.0
13485.0,3626.0,8987.0,872.0,521.0
13489.0,3629.0,8988.0,872.0,522.0
13486.0,3621.0,8993.0,872.0,523.0
13492.0,3619.0,9001.0,872.0,524.0
13493.0,3633.0,8988.0,872.0,525.0
13500.0,3650.0,8978.0,872.0,526.0
13501.0,3653.0,8976.0,872.0,527.0
13501.0,3646.0,8983.0,872.0,528.0
13507.0,3651.0,8984.0,872.0,529.0
13559.0,3697.0,8990.0,872.0,530.0
13561.0,3691.0,8998.0,872.0,531.0
13565.0,3694.0,8999.0,872.0,532.0
13563.0,3684.0,9007.0,872.0,533.0
13565.0,3681.0,9012.0,872.0,534.0
13566.0,3677.0,9017.0,872.0,535.0
13568.0,3667.0,9029.0,872.0,536.0
13567.0,3659.0,9036.0,872.0,537.0
13567.0,3655.0,9040.0,872.0,538.0
13568.0,3652.0,9044.0,872.0,539.0
13572.0,3656.0,9044.0,872.0,540.0
13576.0,3664.0,9040.0,872.0,541.0
13579.0,3661.0,9046.0,872.0,542.0
13582.0,3680.0,9030.0,872.0,543.0
13581.0,3675.0,9034.0,872.0,544.0
13584.0,3681.0,9031.0,872.0,545.0
13581.0,3675.0,9034.0,872.0,546.0
13582.0,3671.0,9039.0,872.0,547.0
13581.0,3671.0,9038.0,872.0,548.0
13582.0,3671.0,9039.0,872.0,549.0
13582.0,3667.0,9043.0,872.0,550.0
13586.0,3665.0,9049.0,872.0,551.0
13583.0,3669.0,9042.0,872.0,552.0
13586.0,3668.0,9046.0,872.0,553.0
13631.0,3718.0,9041.0,872.0,554.0
13627.0,3710.0,9045.0,872.0,555.0
13628.0,3714.0,9042.0,872.0,556.0
13630.0,3720.0,9038.0,872.0,557.0
13631.0,3724.0,9035.0,872.0,558.0
13633.0,3723.0,9038.0,872.0,559.0
13632.0,3726.0,9034.0,872.0,560.0
13632.0,3724.0,9036.0,872.0,561.0
13633.0,3726.0,9035.0,872.0,562.0
13634.0,3723.0,9039.0,872.0,563.0
13636.0,3728.0,9036.0,872.0,564.0
13635.0,3725.0,9038.0,872.0,565.0
13637.0,3725.0,9040.0,872.0,566.0
13637.0,3723.0,9042.0,872.0,567.0
13637.0,3721.0,9044.0,872.0,568.0
13637.0,3718.0,9047.0,872.0,569.0
13637.0,3713.0,9052.0,872.0,570.0
13640.0,3716.0,9052.0,872.0,571.0
13639.0,3713.0,9054.0,872.0,572.0
13640.0,3712.0,9056.0,872.0,573.0
13641.0,3712.0,9057.0,872.0,574.0
13642.0,3712.0,9058.0,872.0,575.0
13643.0,3709.0,9062.0,872.0,576.0
13642.0,3709.0,9061.0,872.0,577.0
13672.0,3733.0,9067.0,872.0,578.0
13673.0,3730.0,9071.0,872.0,579.0
13676.0,3732.0,9072.0,872.0,580.0
13675.0,3724.0,9079.0,872.0,581.0
13675.0,3721.0,9082.0,872.0,582.0
13676.0,3721.0,9083.0,872.0,583.0
13676.0,3721.0,9083.0,872.0,584.0
13677.0,3724.0,9081.0,872.0,585.0
13679.0,3719.0,9088.0,872.0,586.0
13679.0,3712.0,9095.0,872.0,587.0
13679.0,3708.0,9099.0,872.0,588.0
13679.0,3707.0,9100.0,872.0,589.0
13681.0,3712.0,9097.0,872.0,590.0
13681.0,3708.0,9101.0,872.0,591.0
13683.0,3712.0,9099.0,872.0,592.0
13683.0,3709.0,9102.0,872.0,593.0
13684.0,3718.0,9094.0,872.0,594.0
13685.0,3713.0,9100.0,872.0,595.0
13685.0,3711.0,9102.0,872.0,596.0
13686.0,3708.0,9106.0,872.0,597.0
13686.0,3710.0,9104.0,872.0,598.0
13687.0,3712.0,9103.0,872.0,599.0
13688.0,3713.0,9103.0,872.0,600.0
13688.0,3713.0,9103.0,872.0,601.0
13725.0,3747.0,9106.0,872.0,602.0
13719.0,3740.0,9107.0,872.0,603.0
13720.0,3740.0,9108.0,872.0,604.0
