"ccl17","ccl22","ccl3","ccl4","collagen4","collagenX","cxcl1","cxcl2","ECMprot","fgf","gcsf","hgf","ifn","igf1","il1","il10","il4","il6","il8","lactoferins","lipoxins","mcp","mmp12","mmpx","pdgf","pge2","resolvins","ros","tgf","tnf","vegf","tick","random_seed"
34.78111564950786,152.7521029488946,209.2152048095378,368.23951746344693,0.0,0.0,115.09638497971632,115.09638497971632,2789.001829942434,267.1030842643048,388.03586569807214,307.5780421920634,1618.970412467217,922.2420342266818,1339.3476606132892,186.19146481572656,0.0,1738.1333134918948,1444.2065355998884,795.1215632695456,375.863909245085,938.4710769931752,894.042718695531,171.39160415224768,267.1030842643048,0.0,786.5089341396779,97.0,301.88419991381267,2858.15790132591,606.0456720016745,48.0,890222040
36.372573763819574,156.48329447582307,198.67287509968347,349.29928794446874,0.0,0.0,100.1972227774396,100.1972227774396,2628.1937436484154,250.80830229364128,395.26117864010007,294.88836489596446,1604.3989307114261,896.8777832273827,1295.6911726238634,190.5560879960445,0.0,1739.1118249754177,1415.4573324610176,753.1320642239265,380.3121222770556,916.8319162197065,910.6330779922037,170.27238117073173,250.80830229364128,0.0,796.9968183179308,87.0,287.18087605746086,2842.861677937758,605.942951840887,49.0,890222040
37.758018521695824,159.7314853613564,186.88359234242793,330.19920877787604,0.0,0.0,87.2267487296073,87.2267487296073,2435.969139744818,231.39956729051588,402.4217294550694,283.25187950847925,1579.5260111747173,865.2208640361011,1248.380507354429,195.6615390091898,0.0,1734.607203959945,1380.2270295803796,716.5780821772406,383.31396607440263,885.8565794553122,926.8169257497993,168.25338029776373,231.39956729051588,0.0,804.3859506705011,83.0,269.15758581221166,2822.5278730009827,606.7240793103476,50.0,890222040
42.27221037660593,166.04140201963526,174.8793244706496,309.21887128391757,0.8705505632961241,0.0,75.9352952410491,75.9352952410491,2279.074509296721,215.37383266397595,404.3025981840708,269.83016322984923,1530.8858095990363,835.9208140753188,1201.325591122657,198.1908810253127,0.8705505632961241,1713.8137283813185,1337.1803025598956,671.69773406634,382.4450206299256,854.8672545499253,933.941379025104,168.41094918975753,215.37383266397595,2.6116516898883724,804.724710059228,73.0,256.94960258994496,2770.916299998012,601.3102363258198,51.0,890222040
46.202042638724706,171.53450352085153,161.81735062302704,288.34277497052085,1.6284088465513231,0.0,66.10551404615279,66.10551404615279,2133.7842947490312,200.5520697943113,408.55164120547744,257.52239513559954,1478.0954479589368,811.2841896406513,1158.7963520467285,203.00445283210544,1.6284088465513231,1699.5704739964879,1298.0415477949605,632.6271217374693,381.6885596837625,821.3898818566028,945.366879216874,168.37401076478147,200.5520697943113,4.88522653965397,805.0196172359059,70.0,245.4513853557949,2725.788121918295,599.2088639559307,52.0,890222040
52.06070190540063,177.18707669027427,145.22293855244322,266.6868753122847,3.1587133652338943,0.0,57.54819248985816,57.54819248985816,1998.5963110001642,186.77842521578705,413.9917491278247,248.07013011675645,1416.4688587572118,790.7073129246327,1118.5502819871915,209.9806722825228,3.1587133652338943,1687.6094014625735,1260.6606357683404,607.3196837992077,381.0300221809687,784.4131265021772,958.7955570979441,168.16774388545207,186.77842521578705,9.476140095701684,805.2763488446831,66.0,236.3121564290005,2679.36449657637,600.8617153088134,53.0,890222040
60.46905317069068,183.84902857358003,128.16501208694012,245.22266797623453,5.361471389283735,0.0,50.0986113887198,50.0986113887198,1898.319346862643,176.5288722959044,416.98653701742353,239.40236487703527,1347.1498866743011,775.405752998516,1081.2109136893544,215.87971394210177,5.361471389283735,1668.0466221524791,1222.244419107785,585.2882794464723,378.71563086036764,749.3882516610291,967.0036979384472,168.33639836278095,176.5288722959044,16.084414167851207,802.8881950014315,60.0,232.70874835516807,2621.361550020744,600.5595048585179,54.0,890222040
67.7889481010806,189.64859453824354,115.05632572032478,225.66643962583515,7.279083627925382,0.0,43.61337436480365,43.61337436480365,1793.6121679811765,165.86501710137486,418.72310073837014,228.70297697704802,1281.580913100638,757.7322185690452,1044.2780207016103,220.5798527001075,7.279083627925382,1645.2374907488968,1183.3924367128432,553.0505695275519,375.83028562923465,714.1759679489747,972.4081984441689,168.1350003877036,165.86501710137486,21.837250883776147,799.0680852013588,58.0,227.83069830011513,2563.680471927233,596.8142131275947,55.0,890222040
76.59882833322915,196.43851108224663,101.0328997299072,206.03010232955896,9.819012605754532,0.0,37.96764762052455,37.96764762052455,1703.3298249880638,156.58159195486888,419.36431670054367,218.89159501294458,1210.5709972085992,742.346513216036,1009.1629181519052,224.84567125611852,9.819012605754532,1620.7212346716258,1145.848829134228,524.9860129982588,373.318446712968,679.2941360847013,976.242538840463,168.83022383034944,156.58159195486888,29.4570378172636,795.7424864630525,55.0,225.3252102034944,2499.7627876863376,593.1184720198831,56.0,890222040
84.26827453189746,204.09057788095444,85.34259608142317,186.32402614532464,12.030149208135848,0.0,33.052757023076396,33.052757023076396,1626.475581566308,148.4999009642607,421.66362874420054,210.811522125641,1137.4361176063246,730.6935798808578,979.074491378211,230.30038312956523,12.030149208135848,1603.526514602225,1112.2124185687946,504.9071503195074,371.131763929503,645.6346935801951,984.8038294121027,171.1765521165537,148.4999009642607,36.090447624407545,792.8473846081231,52.0,223.14405612964947,2441.251516924134,593.3833447699527,57.0,890222040
94.25300738084275,212.49319006954136,74.29504509183653,165.68668816959863,14.825605986159703,0.0,28.77409624492908,28.77409624492908,1559.570076663801,141.46438032000154,424.5358467022957,196.9830343161625,1056.3574957060478,722.2902133284585,949.9127836737404,236.18070135589733,14.825605986159703,1584.4387263603894,1078.964118463261,456.9582153888105,370.0986965639037,609.4194312326864,993.9979668683776,173.2191495277864,141.46438032000154,44.47681795847912,792.938703747403,48.0,223.8569029119165,2379.6132053447664,588.3906265119508,58.0,890222040
102.94522218685337,219.80808884347456,64.67759335480923,146.8502914066017,17.259192458938337,0.0,25.0493056943599,25.0493056943599,1492.6199460503508,134.4690532967641,428.77735879021697,183.38525104025953,983.1628040495999,714.9746578426835,923.9851914920006,243.04091682678342,17.259192458938337,1570.6333029717412,1049.344792797649,410.8634902589625,369.1993591868584,574.3301357264849,1005.4841306631444,174.82322374206305,134.4690532967641,51.777577376815024,793.0182016755429,47.0,223.60692151646677,2329.16784439758,584.9147633833645,59.0,890222040
