"total size","ECM","necrosis","tick","fiber"
13418.0,4807.0,0.0,605.0,8611.0
13419.0,4806.0,0.0,606.0,8613.0
13419.0,4804.0,0.0,607.0,8615.0
13419.0,4804.0,0.0,608.0,8615.0
13420.0,4804.0,0.0,609.0,8616.0
13421.0,4809.0,0.0,610.0,8612.0
13421.0,4809.0,0.0,611.0,8612.0
13421.0,4806.0,0.0,612.0,8615.0
13422.0,4805.0,0.0,613.0,8617.0
13422.0,4803.0,0.0,614.0,8619.0
13422.0,4802.0,0.0,615.0,8620.0
13422.0,4802.0,0.0,616.0,8620.0
13422.0,4801.0,0.0,617.0,8621.0
13422.0,4800.0,0.0,618.0,8622.0
13424.0,4799.0,0.0,619.0,8625.0
13424.0,4801.0,0.0,620.0,8623.0
13424.0,4801.0,0.0,621.0,8623.0
13424.0,4801.0,0.0,622.0,8623.0
13425.0,4799.0,0.0,623.0,8626.0
13425.0,4799.0,0.0,624.0,8626.0
13425.0,4799.0,0.0,625.0,8626.0
13444.0,4818.0,0.0,626.0,8626.0
13437.0,4809.0,0.0,627.0,8628.0
13437.0,4808.0,0.0,628.0,8629.0
13438.0,4808.0,0.0,629.0,8630.0
13438.0,4807.0,0.0,630.0,8631.0
13438.0,4807.0,0.0,631.0,8631.0
13440.0,4810.0,0.0,632.0,8630.0
13441.0,4810.0,0.0,633.0,8631.0
13441.0,4811.0,0.0,634.0,8630.0
13442.0,4812.0,0.0,635.0,8630.0
13442.0,4811.0,0.0,636.0,8631.0
13442.0,4809.0,0.0,637.0,8633.0
13442.0,4810.0,0.0,638.0,8632.0
13442.0,4810.0,0.0,639.0,8632.0
13443.0,4811.0,0.0,640.0,8632.0
13443.0,4811.0,0.0,641.0,8632.0
13443.0,4809.0,0.0,642.0,8634.0
13443.0,4808.0,0.0,643.0,8635.0
13444.0,4808.0,0.0,644.0,8636.0
13444.0,4809.0,0.0,645.0,8635.0
13444.0,4808.0,0.0,646.0,8636.0
13445.0,4807.0,0.0,647.0,8638.0
13445.0,4807.0,0.0,648.0,8638.0
13445.0,4806.0,0.0,649.0,8639.0
13453.0,4814.0,0.0,650.0,8639.0
13453.0,4812.0,0.0,651.0,8641.0
13453.0,4812.0,0.0,652.0,8641.0
13454.0,4813.0,0.0,653.0,8641.0
13454.0,4813.0,0.0,654.0,8641.0
13454.0,4813.0,0.0,655.0,8641.0
13454.0,4816.0,0.0,656.0,8638.0
13454.0,4816.0,0.0,657.0,8638.0
13454.0,4816.0,0.0,658.0,8638.0
13454.0,4816.0,0.0,659.0,8638.0
13454.0,4816.0,0.0,660.0,8638.0
13454.0,4816.0,0.0,661.0,8638.0
13456.0,4816.0,0.0,662.0,8640.0
13454.0,4814.0,0.0,663.0,8640.0
13456.0,4820.0,0.0,664.0,8636.0
13456.0,4820.0,0.0,665.0,8636.0
13456.0,4819.0,0.0,666.0,8637.0
13457.0,4820.0,0.0,667.0,8637.0
13457.0,4820.0,0.0,668.0,8637.0
13458.0,4820.0,0.0,669.0,8638.0
13458.0,4822.0,0.0,670.0,8636.0
13458.0,4822.0,0.0,671.0,8636.0
13458.0,4822.0,0.0,672.0,8636.0
