"total size","ECM","necrosis","tick","fiber"
13270.0,4509.0,0.0,358.0,8761.0
13270.0,4506.0,0.0,359.0,8764.0
13273.0,4504.0,0.0,360.0,8769.0
13272.0,4499.0,0.0,361.0,8773.0
13312.0,4535.0,0.0,362.0,8777.0
13313.0,4534.0,0.0,363.0,8779.0
13314.0,4536.0,0.0,364.0,8778.0
13315.0,4535.0,0.0,365.0,8780.0
13317.0,4534.0,0.0,366.0,8783.0
13318.0,4534.0,0.0,367.0,8784.0
13318.0,4533.0,0.0,368.0,8785.0
13321.0,4533.0,0.0,369.0,8788.0
13324.0,4531.0,0.0,370.0,8793.0
13325.0,4530.0,0.0,371.0,8795.0
13325.0,4529.0,0.0,372.0,8796.0
13325.0,4528.0,0.0,373.0,8797.0
13325.0,4528.0,0.0,374.0,8797.0
13327.0,4530.0,0.0,375.0,8797.0
13327.0,4529.0,0.0,376.0,8798.0
13327.0,4529.0,0.0,377.0,8798.0
13327.0,4529.0,0.0,378.0,8798.0
13327.0,4528.0,0.0,379.0,8799.0
13327.0,4526.0,0.0,380.0,8801.0
13327.0,4526.0,0.0,381.0,8801.0
13328.0,4527.0,0.0,382.0,8801.0
13328.0,4528.0,0.0,383.0,8800.0
13327.0,4526.0,0.0,384.0,8801.0
13328.0,4528.0,0.0,385.0,8800.0
13343.0,4540.0,0.0,386.0,8803.0
13346.0,4538.0,0.0,387.0,8808.0
13347.0,4538.0,0.0,388.0,8809.0
13345.0,4537.0,0.0,389.0,8808.0
13349.0,4543.0,0.0,390.0,8806.0
13349.0,4541.0,0.0,391.0,8808.0
13349.0,4542.0,0.0,392.0,8807.0
13351.0,4541.0,0.0,393.0,8810.0
13350.0,4544.0,0.0,394.0,8806.0
13350.0,4541.0,0.0,395.0,8809.0
13351.0,4539.0,0.0,396.0,8812.0
13351.0,4539.0,0.0,397.0,8812.0
13355.0,4541.0,0.0,398.0,8814.0
13356.0,4538.0,0.0,399.0,8818.0
13356.0,4536.0,0.0,400.0,8820.0
13358.0,4536.0,0.0,401.0,8822.0
13358.0,4532.0,0.0,402.0,8826.0
13358.0,4531.0,0.0,403.0,8827.0
13358.0,4529.0,0.0,404.0,8829.0
13360.0,4529.0,0.0,405.0,8831.0
13360.0,4531.0,0.0,406.0,8829.0
13361.0,4529.0,0.0,407.0,8832.0
13361.0,4526.0,0.0,408.0,8835.0
13363.0,4528.0,0.0,409.0,8835.0
13399.0,4559.0,0.0,410.0,8840.0
13388.0,4542.0,0.0,411.0,8846.0
13390.0,4539.0,0.0,412.0,8851.0
13390.0,4536.0,0.0,413.0,8854.0
13391.0,4534.0,0.0,414.0,8857.0
13391.0,4534.0,0.0,415.0,8857.0
13393.0,4535.0,0.0,416.0,8858.0
13393.0,4530.0,0.0,417.0,8863.0
13394.0,4528.0,0.0,418.0,8866.0
13395.0,4527.0,0.0,419.0,8868.0
13395.0,4526.0,0.0,420.0,8869.0
13395.0,4526.0,0.0,421.0,8869.0
13395.0,4526.0,0.0,422.0,8869.0
13395.0,4525.0,0.0,423.0,8870.0
13395.0,4525.0,0.0,424.0,8870.0
13395.0,4525.0,0.0,425.0,8870.0
13396.0,4526.0,0.0,426.0,8870.0
13398.0,4527.0,0.0,427.0,8871.0
13396.0,4523.0,0.0,428.0,8873.0
13397.0,4523.0,0.0,429.0,8874.0
13398.0,4523.0,0.0,430.0,8875.0
13399.0,4520.0,0.0,431.0,8879.0
13399.0,4518.0,0.0,432.0,8881.0
13399.0,4516.0,0.0,433.0,8883.0
13412.0,4528.0,0.0,434.0,8884.0
13412.0,4527.0,0.0,435.0,8885.0
13412.0,4524.0,0.0,436.0,8888.0
13412.0,4524.0,0.0,437.0,8888.0
13413.0,4522.0,0.0,438.0,8891.0
13412.0,4519.0,0.0,439.0,8893.0
13412.0,4518.0,0.0,440.0,8894.0
13412.0,4517.0,0.0,441.0,8895.0
13412.0,4516.0,0.0,442.0,8896.0
13413.0,4517.0,0.0,443.0,8896.0
13413.0,4517.0,0.0,444.0,8896.0
13414.0,4517.0,0.0,445.0,8897.0
13414.0,4517.0,0.0,446.0,8897.0
13414.0,4515.0,0.0,447.0,8899.0
13414.0,4515.0,0.0,448.0,8899.0
13415.0,4515.0,0.0,449.0,8900.0
13415.0,4515.0,0.0,450.0,8900.0
13415.0,4515.0,0.0,451.0,8900.0
13415.0,4514.0,0.0,452.0,8901.0
13415.0,4515.0,0.0,453.0,8900.0
13415.0,4515.0,0.0,454.0,8900.0
13415.0,4515.0,0.0,455.0,8900.0
13415.0,4514.0,0.0,456.0,8901.0
13415.0,4514.0,0.0,457.0,8901.0
13437.0,4536.0,0.0,458.0,8901.0
13424.0,4523.0,0.0,459.0,8901.0
13425.0,4523.0,0.0,460.0,8902.0
13425.0,4524.0,0.0,461.0,8901.0
13425.0,4524.0,0.0,462.0,8901.0
13425.0,4524.0,0.0,463.0,8901.0
13426.0,4524.0,0.0,464.0,8902.0
13425.0,4525.0,0.0,465.0,8900.0
13425.0,4525.0,0.0,466.0,8900.0
13425.0,4525.0,0.0,467.0,8900.0
13425.0,4525.0,0.0,468.0,8900.0
13425.0,4525.0,0.0,469.0,8900.0
13425.0,4525.0,0.0,470.0,8900.0
13425.0,4525.0,0.0,471.0,8900.0
13425.0,4525.0,0.0,472.0,8900.0
13425.0,4525.0,0.0,473.0,8900.0
13425.0,4525.0,0.0,474.0,8900.0
13425.0,4525.0,0.0,475.0,8900.0
13426.0,4527.0,0.0,476.0,8899.0
13426.0,4527.0,0.0,477.0,8899.0
13426.0,4527.0,0.0,478.0,8899.0
13426.0,4527.0,0.0,479.0,8899.0
13426.0,4527.0,0.0,480.0,8899.0
13426.0,4527.0,0.0,481.0,8899.0
13429.0,4530.0,0.0,482.0,8899.0
13429.0,4530.0,0.0,483.0,8899.0
13429.0,4530.0,0.0,484.0,8899.0
13429.0,4530.0,0.0,485.0,8899.0
13429.0,4530.0,0.0,486.0,8899.0
13429.0,4530.0,0.0,487.0,8899.0
13429.0,4530.0,0.0,488.0,8899.0
13429.0,4530.0,0.0,489.0,8899.0
13429.0,4530.0,0.0,490.0,8899.0
13429.0,4530.0,0.0,491.0,8899.0
13429.0,4530.0,0.0,492.0,8899.0
13429.0,4530.0,0.0,493.0,8899.0
13429.0,4530.0,0.0,494.0,8899.0
13429.0,4530.0,0.0,495.0,8899.0
13429.0,4530.0,0.0,496.0,8899.0
13429.0,4530.0,0.0,497.0,8899.0
13429.0,4530.0,0.0,498.0,8899.0
13429.0,4530.0,0.0,499.0,8899.0
13429.0,4530.0,0.0,500.0,8899.0
13429.0,4530.0,0.0,501.0,8899.0
13429.0,4530.0,0.0,502.0,8899.0
13429.0,4530.0,0.0,503.0,8899.0
13429.0,4530.0,0.0,504.0,8899.0
13429.0,4530.0,0.0,505.0,8899.0
13429.0,4530.0,0.0,506.0,8899.0
13429.0,4530.0,0.0,507.0,8899.0
13429.0,4530.0,0.0,508.0,8899.0
13429.0,4530.0,0.0,509.0,8899.0
13429.0,4530.0,0.0,510.0,8899.0
13429.0,4530.0,0.0,511.0,8899.0
13429.0,4530.0,0.0,512.0,8899.0
13429.0,4530.0,0.0,513.0,8899.0
13429.0,4530.0,0.0,514.0,8899.0
13429.0,4530.0,0.0,515.0,8899.0
13429.0,4530.0,0.0,516.0,8899.0
13429.0,4530.0,0.0,517.0,8899.0
13429.0,4530.0,0.0,518.0,8899.0
13429.0,4530.0,0.0,519.0,8899.0
13429.0,4530.0,0.0,520.0,8899.0
13429.0,4530.0,0.0,521.0,8899.0
13429.0,4530.0,0.0,522.0,8899.0
13429.0,4530.0,0.0,523.0,8899.0
13429.0,4530.0,0.0,524.0,8899.0
13429.0,4530.0,0.0,525.0,8899.0
13429.0,4530.0,0.0,526.0,8899.0
13429.0,4530.0,0.0,527.0,8899.0
13429.0,4530.0,0.0,528.0,8899.0
13429.0,4530.0,0.0,529.0,8899.0
13429.0,4530.0,0.0,530.0,8899.0
13429.0,4530.0,0.0,531.0,8899.0
13429.0,4530.0,0.0,532.0,8899.0
13429.0,4530.0,0.0,533.0,8899.0
13429.0,4530.0,0.0,534.0,8899.0
13429.0,4530.0,0.0,535.0,8899.0
13429.0,4530.0,0.0,536.0,8899.0
13429.0,4530.0,0.0,537.0,8899.0
13429.0,4530.0,0.0,538.0,8899.0
13429.0,4530.0,0.0,539.0,8899.0
13429.0,4530.0,0.0,540.0,8899.0
13429.0,4530.0,0.0,541.0,8899.0
13429.0,4530.0,0.0,542.0,8899.0
13429.0,4530.0,0.0,543.0,8899.0
13429.0,4530.0,0.0,544.0,8899.0
13429.0,4530.0,0.0,545.0,8899.0
13429.0,4530.0,0.0,546.0,8899.0
13429.0,4530.0,0.0,547.0,8899.0
13429.0,4530.0,0.0,548.0,8899.0
13429.0,4530.0,0.0,549.0,8899.0
13429.0,4530.0,0.0,550.0,8899.0
13429.0,4530.0,0.0,551.0,8899.0
13429.0,4530.0,0.0,552.0,8899.0
13429.0,4530.0,0.0,553.0,8899.0
13442.0,4543.0,0.0,554.0,8899.0
13429.0,4530.0,0.0,555.0,8899.0
13429.0,4530.0,0.0,556.0,8899.0
13429.0,4530.0,0.0,557.0,8899.0
13429.0,4530.0,0.0,558.0,8899.0
13429.0,4530.0,0.0,559.0,8899.0
13429.0,4530.0,0.0,560.0,8899.0
13429.0,4530.0,0.0,561.0,8899.0
13429.0,4530.0,0.0,562.0,8899.0
13429.0,4530.0,0.0,563.0,8899.0
13429.0,4530.0,0.0,564.0,8899.0
13429.0,4530.0,0.0,565.0,8899.0
13429.0,4530.0,0.0,566.0,8899.0
13429.0,4530.0,0.0,567.0,8899.0
13429.0,4530.0,0.0,568.0,8899.0
13429.0,4530.0,0.0,569.0,8899.0
13429.0,4530.0,0.0,570.0,8899.0
13429.0,4530.0,0.0,571.0,8899.0
13429.0,4530.0,0.0,572.0,8899.0
13429.0,4530.0,0.0,573.0,8899.0
13429.0,4530.0,0.0,574.0,8899.0
13429.0,4530.0,0.0,575.0,8899.0
13429.0,4530.0,0.0,576.0,8899.0
13429.0,4530.0,0.0,577.0,8899.0
13429.0,4530.0,0.0,578.0,8899.0
13429.0,4530.0,0.0,579.0,8899.0
13429.0,4530.0,0.0,580.0,8899.0
13429.0,4530.0,0.0,581.0,8899.0
13429.0,4530.0,0.0,582.0,8899.0
13429.0,4530.0,0.0,583.0,8899.0
13429.0,4530.0,0.0,584.0,8899.0
13429.0,4530.0,0.0,585.0,8899.0
13429.0,4530.0,0.0,586.0,8899.0
13429.0,4530.0,0.0,587.0,8899.0
13429.0,4530.0,0.0,588.0,8899.0
13429.0,4530.0,0.0,589.0,8899.0
13429.0,4530.0,0.0,590.0,8899.0
13429.0,4530.0,0.0,591.0,8899.0
13429.0,4530.0,0.0,592.0,8899.0
13429.0,4530.0,0.0,593.0,8899.0
13429.0,4530.0,0.0,594.0,8899.0
13429.0,4530.0,0.0,595.0,8899.0
13429.0,4530.0,0.0,596.0,8899.0
13429.0,4530.0,0.0,597.0,8899.0
13429.0,4530.0,0.0,598.0,8899.0
13429.0,4530.0,0.0,599.0,8899.0
13429.0,4530.0,0.0,600.0,8899.0
13429.0,4530.0,0.0,601.0,8899.0
13442.0,4543.0,0.0,602.0,8899.0
13429.0,4530.0,0.0,603.0,8899.0
13429.0,4530.0,0.0,604.0,8899.0
13429.0,4530.0,0.0,605.0,8899.0
