"apopNeutrophils","neutrophils","totalNeutrophils","m1 macs","m2 macs ","resMacs","m1ae","m1de","resMacs ODE","tick","random_seed"
3.0,7.0,10.0,16.999999999999996,0.0,1.7999999999999998,0.0,10.0,2.0,40.0,693265100
3.0,6.0,9.0,16.19047619047619,0.0,1.714285714285714,0.0,10.0,2.0,41.0,693265100
1.0,5.0,6.0,17.952380952380956,0.0,1.809523809523809,0.0,10.0,2.0,42.0,693265100
1.0,4.0,5.0,17.136363636363637,0.0,1.727272727272727,0.0,10.0,2.0,43.0,693265100
0.0,4.0,4.0,19.869565217391305,0.0,1.8260869565217388,0.0,10.0,2.0,44.0,693265100
0.0,4.0,4.0,19.041666666666668,0.0,1.7499999999999996,0.0,10.0,2.0,45.0,693265100
1.0,3.0,4.0,20.833333333333336,0.0,1.833333333333333,0.0,10.0,2.0,46.0,693265100
2.0,2.0,4.0,20.833333333333336,0.0,1.833333333333333,0.0,10.0,2.0,47.0,693265100
1.0,2.0,3.0,20.34782608695652,0.0,1.8260869565217388,0.0,9.0,2.0,48.0,693265100
1.0,2.0,3.0,19.869565217391305,0.0,1.8260869565217388,0.0,9.0,2.0,49.0,693265100
1.0,1.0,2.0,19.869565217391305,0.0,1.8260869565217388,0.0,9.0,2.0,50.0,693265100
0.0,1.0,1.0,19.869565217391305,0.0,1.8260869565217388,0.0,9.0,2.0,51.0,693265100
1.0,0.0,1.0,20.695652173913047,0.0,1.8260869565217388,0.0,9.0,2.0,52.0,693265100
NaN,NaN,NaN,20.695652173913047,0.0,1.8260869565217388,0.0,9.0,2.0,53.0,693265100
NaN,NaN,NaN,20.708333333333332,0.9166666666666665,1.833333333333333,0.0,9.0,2.0,54.0,693265100
NaN,NaN,NaN,20.65217391304348,0.9130434782608694,1.8260869565217388,0.0,8.0,2.0,55.0,693265100
NaN,NaN,NaN,18.869565217391305,0.8695652173913042,1.7391304347826084,0.0,8.0,2.0,56.0,693265100
NaN,NaN,NaN,18.869565217391305,1.8260869565217388,1.8260869565217388,0.0,8.0,2.0,57.0,693265100
NaN,NaN,NaN,18.869565217391305,1.8260869565217388,1.8260869565217388,0.0,8.0,2.0,58.0,693265100
NaN,NaN,NaN,18.875,2.75,1.8333333333333333,0.0,8.0,2.0,59.0,693265100
NaN,NaN,NaN,18.12,2.6399999999999997,1.76,0.0,8.0,2.0,60.0,693265100
NaN,NaN,NaN,18.64,4.6000000000000005,1.8399999999999999,0.0,8.0,2.0,61.0,693265100
NaN,NaN,NaN,16.799999999999997,4.400000000000001,1.7599999999999998,0.0,7.0,2.0,62.0,693265100
NaN,NaN,NaN,17.04,5.5200000000000005,1.8399999999999999,0.0,7.0,2.0,63.0,693265100
NaN,NaN,NaN,16.66666666666667,5.5,1.8333333333333333,0.0,7.0,2.0,64.0,693265100
NaN,NaN,NaN,15.479999999999999,5.28,1.76,0.0,7.0,2.0,65.0,693265100
NaN,NaN,NaN,16.12,6.4399999999999995,1.8399999999999999,0.0,7.0,2.0,66.0,693265100
NaN,NaN,NaN,16.12,6.4399999999999995,1.8399999999999999,0.0,7.0,2.0,67.0,693265100
NaN,NaN,NaN,15.541666666666664,6.416666666666667,1.8333333333333333,0.0,6.0,2.0,68.0,693265100
NaN,NaN,NaN,14.36,6.4399999999999995,1.76,0.0,6.0,2.0,69.0,693265100
NaN,NaN,NaN,12.999999999999998,7.291666666666666,1.7499999999999998,0.0,4.0,2.0,70.0,693265100
NaN,NaN,NaN,12.333333333333332,8.166666666666668,1.7499999999999998,0.0,4.0,2.0,71.0,693265100
NaN,NaN,NaN,12.2,10.4,1.8399999999999999,0.0,4.0,2.0,72.0,693265100
NaN,NaN,NaN,9.82608695652174,9.869565217391305,1.7391304347826084,0.0,2.0,2.0,73.0,693265100
NaN,NaN,NaN,9.478260869565219,11.260869565217392,1.826086956521739,0.0,2.0,2.0,74.0,693265100
NaN,NaN,NaN,9.0,12.17391304347826,1.826086956521739,0.0,2.0,2.0,75.0,693265100
NaN,NaN,NaN,8.565217391304346,12.17391304347826,1.826086956521739,0.0,2.0,2.0,76.0,693265100
NaN,NaN,NaN,8.541666666666666,13.125000000000002,1.8333333333333333,0.0,2.0,2.0,77.0,693265100
NaN,NaN,NaN,8.541666666666666,13.125000000000002,1.8333333333333333,0.0,2.0,2.0,78.0,693265100
NaN,NaN,NaN,7.541666666666666,13.125,1.75,0.0,1.0,2.0,79.0,693265100
NaN,NaN,NaN,6.608695652173914,14.608695652173914,1.826086956521739,0.0,1.0,2.0,80.0,693265100
NaN,NaN,NaN,6.227272727272728,14.59090909090909,1.8181818181818181,0.0,1.0,2.0,81.0,693265100
NaN,NaN,NaN,5.304347826086957,13.956521739130435,1.7391304347826084,0.0,1.0,2.0,82.0,693265100
NaN,NaN,NaN,5.291666666666667,14.875000000000002,1.75,0.0,1.0,2.0,83.0,693265100
NaN,NaN,NaN,5.2799999999999985,15.8,1.76,0.0,1.0,2.0,84.0,693265100
NaN,NaN,NaN,5.48,17.4,1.8399999999999999,0.0,1.0,2.0,85.0,693265100
NaN,NaN,NaN,5.208333333333335,17.375,1.8333333333333333,0.0,1.0,2.0,86.0,693265100
NaN,NaN,NaN,4.238095238095239,18.19047619047619,1.8095238095238095,0.0,0.0,2.0,87.0,693265100
NaN,NaN,NaN,1.0476190476190474,18.19047619047619,1.8095238095238095,0.0,0.0,2.0,88.0,693265100
NaN,NaN,NaN,1.0476190476190474,18.19047619047619,1.8095238095238095,0.0,0.0,2.0,89.0,693265100
NaN,NaN,NaN,0.3333333333333333,18.761904761904763,1.8095238095238095,0.0,0.0,2.0,90.0,693265100
NaN,NaN,NaN,0.3181818181818182,17.909090909090914,1.7272727272727273,0.0,0.0,2.0,91.0,693265100
NaN,NaN,NaN,0.3181818181818182,19.681818181818183,1.8181818181818181,0.0,0.0,2.0,92.0,693265100
NaN,NaN,NaN,0.3181818181818182,19.681818181818183,1.8181818181818181,0.0,0.0,2.0,93.0,693265100
NaN,NaN,NaN,0.3181818181818182,19.681818181818183,1.8181818181818181,0.0,0.0,2.0,94.0,693265100
NaN,NaN,NaN,0.3333333333333333,19.523809523809526,1.8095238095238095,0.0,0.0,2.0,95.0,693265100
NaN,NaN,NaN,0.3181818181818182,17.909090909090914,1.727272727272727,0.0,0.0,2.0,96.0,693265100
NaN,NaN,NaN,0.30434782608695654,20.608695652173914,1.826086956521739,0.0,0.0,2.0,97.0,693265100
NaN,NaN,NaN,0.2916666666666667,21.541666666666668,1.8333333333333333,0.0,0.0,2.0,98.0,693265100
NaN,NaN,NaN,0.2916666666666667,21.541666666666668,1.8333333333333333,0.0,0.0,2.0,99.0,693265100
NaN,NaN,NaN,0.2916666666666667,21.666666666666668,1.8333333333333333,0.0,0.0,2.0,100.0,693265100
NaN,NaN,NaN,0.28,20.8,1.7599999999999998,0.0,0.0,2.0,101.0,693265100
NaN,NaN,NaN,0.28,22.599999999999998,1.8399999999999999,0.0,0.0,2.0,102.0,693265100
NaN,NaN,NaN,0.2692307692307692,21.730769230769234,1.7692307692307692,0.0,0.0,2.0,103.0,693265100
NaN,NaN,NaN,0.2692307692307692,23.53846153846154,1.846153846153846,0.0,0.0,2.0,104.0,693265100
NaN,NaN,NaN,0.2692307692307692,23.53846153846154,1.846153846153846,0.0,0.0,2.0,105.0,693265100
NaN,NaN,NaN,0.2692307692307692,23.53846153846154,1.846153846153846,0.0,0.0,2.0,106.0,693265100
NaN,NaN,NaN,0.2692307692307692,23.53846153846154,1.846153846153846,0.0,0.0,2.0,107.0,693265100
NaN,NaN,NaN,0.2692307692307692,23.615384615384617,1.846153846153846,0.0,0.0,2.0,108.0,693265100
NaN,NaN,NaN,0.2692307692307692,22.576923076923077,1.769230769230769,0.0,0.0,2.0,109.0,693265100
NaN,NaN,NaN,0.2916666666666667,22.083333333333332,1.8333333333333333,0.0,0.0,2.0,110.0,693265100
NaN,NaN,NaN,0.0,21.31818181818182,1.8181818181818181,0.0,0.0,2.0,111.0,693265100
NaN,NaN,NaN,0.0,20.18181818181818,1.8181818181818181,0.0,0.0,2.0,112.0,693265100
NaN,NaN,NaN,0.0,19.80952380952381,1.8095238095238095,0.0,0.0,2.0,113.0,693265100
NaN,NaN,NaN,0.0,19.285714285714285,1.8095238095238095,0.0,0.0,2.0,114.0,693265100
NaN,NaN,NaN,0.0,18.699999999999996,1.7999999999999998,0.0,0.0,2.0,115.0,693265100
NaN,NaN,NaN,0.0,16.950000000000003,1.6999999999999997,0.0,0.0,2.0,116.0,693265100
NaN,NaN,NaN,0.0,18.4,1.7999999999999998,0.0,0.0,2.0,117.0,693265100
NaN,NaN,NaN,0.0,19.095238095238095,1.8095238095238095,0.0,0.0,2.0,118.0,693265100
NaN,NaN,NaN,0.0,17.157894736842106,1.7894736842105263,0.0,0.0,2.0,119.0,693265100
NaN,NaN,NaN,0.0,15.526315789473689,1.6842105263157892,0.0,0.0,2.0,120.0,693265100
NaN,NaN,NaN,0.0,18.05,1.7999999999999998,0.0,0.0,2.0,121.0,693265100
NaN,NaN,NaN,0.0,17.190476190476193,1.714285714285714,0.0,0.0,2.0,122.0,693265100
NaN,NaN,NaN,0.0,18.952380952380953,1.8095238095238093,0.0,0.0,2.0,123.0,693265100
NaN,NaN,NaN,0.0,19.0,1.8095238095238093,0.0,0.0,2.0,124.0,693265100
NaN,NaN,NaN,0.0,19.190476190476193,1.809523809523809,0.0,0.0,2.0,125.0,693265100
NaN,NaN,NaN,0.0,19.90909090909091,1.8181818181818181,0.0,0.0,2.0,126.0,693265100
NaN,NaN,NaN,0.0,19.095238095238095,1.8095238095238093,0.0,0.0,2.0,127.0,693265100
NaN,NaN,NaN,0.0,18.789473684210527,1.789473684210526,0.0,0.0,2.0,128.0,693265100
NaN,NaN,NaN,0.0,18.1,1.7999999999999998,0.0,0.0,2.0,129.0,693265100
NaN,NaN,NaN,0.0,19.0,1.8095238095238093,0.0,0.0,2.0,130.0,693265100
NaN,NaN,NaN,0.0,18.2,1.8,0.0,0.0,2.0,131.0,693265100
NaN,NaN,NaN,0.0,18.1,1.8,0.0,0.0,2.0,132.0,693265100
NaN,NaN,NaN,0.0,18.1,1.8,0.0,0.0,2.0,133.0,693265100
NaN,NaN,NaN,0.0,18.1,1.8,0.0,0.0,2.0,134.0,693265100
NaN,NaN,NaN,0.0,17.23809523809524,1.714285714285714,0.0,0.0,2.0,135.0,693265100
NaN,NaN,NaN,0.0,19.0,1.8095238095238093,0.0,0.0,2.0,136.0,693265100
NaN,NaN,NaN,0.0,19.90909090909091,1.8181818181818181,0.0,0.0,2.0,137.0,693265100
NaN,NaN,NaN,0.0,18.238095238095237,1.714285714285714,0.0,0.0,2.0,138.0,693265100
NaN,NaN,NaN,0.0,17.42857142857143,1.714285714285714,0.0,0.0,2.0,139.0,693265100
NaN,NaN,NaN,0.0,19.0,1.8095238095238093,0.0,0.0,2.0,140.0,693265100
NaN,NaN,NaN,0.0,19.0,1.8095238095238093,0.0,0.0,2.0,141.0,693265100
NaN,NaN,NaN,0.0,19.0,1.8095238095238093,0.0,0.0,2.0,142.0,693265100
NaN,NaN,NaN,0.0,19.90909090909091,1.8181818181818181,0.0,0.0,2.0,143.0,693265100
NaN,NaN,NaN,0.0,19.571428571428573,1.8095238095238093,0.0,0.0,2.0,144.0,693265100
NaN,NaN,NaN,0.0,18.150000000000006,1.8,0.0,0.0,2.0,145.0,693265100
NaN,NaN,NaN,0.0,18.1,1.8,0.0,0.0,2.0,146.0,693265100
NaN,NaN,NaN,0.0,18.1,1.8,0.0,0.0,2.0,147.0,693265100
NaN,NaN,NaN,0.0,18.952380952380953,1.8095238095238093,0.0,0.0,2.0,148.0,693265100
NaN,NaN,NaN,0.0,18.952380952380953,1.8095238095238093,0.0,0.0,2.0,149.0,693265100
NaN,NaN,NaN,0.0,17.857142857142858,1.7142857142857142,0.0,0.0,2.0,150.0,693265100
NaN,NaN,NaN,0.0,19.714285714285715,1.8095238095238093,0.0,0.0,2.0,151.0,693265100
NaN,NaN,NaN,0.0,18.090909090909093,1.727272727272727,0.0,0.0,2.0,152.0,693265100
NaN,NaN,NaN,0.0,19.863636363636363,1.8181818181818181,0.0,0.0,2.0,153.0,693265100
NaN,NaN,NaN,0.0,19.0,1.7391304347826084,0.0,0.0,2.0,154.0,693265100
NaN,NaN,NaN,0.0,20.782608695652176,1.826086956521739,0.0,0.0,2.0,155.0,693265100
NaN,NaN,NaN,0.0,20.782608695652176,1.826086956521739,0.0,0.0,2.0,156.0,693265100
NaN,NaN,NaN,0.0,19.916666666666668,1.75,0.0,0.0,2.0,157.0,693265100
NaN,NaN,NaN,0.0,21.708333333333336,1.8333333333333333,0.0,0.0,2.0,158.0,693265100
NaN,NaN,NaN,0.0,21.47826086956522,1.826086956521739,0.0,0.0,2.0,159.0,693265100
NaN,NaN,NaN,0.0,21.708333333333336,1.8333333333333333,0.0,0.0,2.0,160.0,693265100
NaN,NaN,NaN,0.0,21.47826086956522,1.826086956521739,0.0,0.0,2.0,161.0,693265100
NaN,NaN,NaN,0.0,20.869565217391305,1.826086956521739,0.0,0.0,2.0,162.0,693265100
NaN,NaN,NaN,0.0,20.782608695652176,1.826086956521739,0.0,0.0,2.0,163.0,693265100
NaN,NaN,NaN,0.0,20.045454545454547,1.8181818181818181,0.0,0.0,2.0,164.0,693265100
NaN,NaN,NaN,0.0,19.80952380952381,1.8095238095238095,0.0,0.0,2.0,165.0,693265100
NaN,NaN,NaN,0.0,17.5,1.6999999999999997,0.0,0.0,2.0,166.0,693265100
NaN,NaN,NaN,0.0,18.952380952380953,1.8095238095238095,0.0,0.0,2.0,167.0,693265100
NaN,NaN,NaN,0.0,18.952380952380953,1.8095238095238095,0.0,0.0,2.0,168.0,693265100
NaN,NaN,NaN,0.0,19.333333333333332,1.8095238095238095,0.0,0.0,2.0,169.0,693265100
NaN,NaN,NaN,0.0,19.863636363636363,1.8181818181818181,0.0,0.0,2.0,170.0,693265100
NaN,NaN,NaN,0.0,19.863636363636363,1.8181818181818181,0.0,0.0,2.0,171.0,693265100
NaN,NaN,NaN,0.0,19.863636363636363,1.8181818181818181,0.0,0.0,2.0,172.0,693265100
NaN,NaN,NaN,0.0,20.09090909090909,1.8181818181818181,0.0,0.0,2.0,173.0,693265100
NaN,NaN,NaN,0.0,19.954545454545453,1.8181818181818181,0.0,0.0,2.0,174.0,693265100
NaN,NaN,NaN,0.0,18.545454545454543,1.727272727272727,0.0,0.0,2.0,175.0,693265100
NaN,NaN,NaN,0.0,19.954545454545453,1.8181818181818181,0.0,0.0,2.0,176.0,693265100
NaN,NaN,NaN,0.0,19.086956521739133,1.7391304347826086,0.0,0.0,2.0,177.0,693265100
NaN,NaN,NaN,0.0,19.954545454545453,1.8181818181818181,0.0,0.0,2.0,178.0,693265100
NaN,NaN,NaN,0.0,18.863636363636367,1.727272727272727,0.0,0.0,2.0,179.0,693265100
NaN,NaN,NaN,0.0,19.954545454545453,1.8181818181818181,0.0,0.0,2.0,180.0,693265100
NaN,NaN,NaN,0.0,20.727272727272727,1.8181818181818181,0.0,0.0,2.0,181.0,693265100
NaN,NaN,NaN,0.0,20.869565217391305,1.826086956521739,0.0,0.0,2.0,182.0,693265100
NaN,NaN,NaN,0.0,21.791666666666668,1.8333333333333333,0.0,0.0,2.0,183.0,693265100
NaN,NaN,NaN,0.0,20.92,1.7599999999999998,0.0,0.0,2.0,184.0,693265100
NaN,NaN,NaN,0.0,23.6,1.8399999999999999,0.0,0.0,2.0,185.0,693265100
NaN,NaN,NaN,0.0,21.84615384615385,1.769230769230769,0.0,0.0,2.0,186.0,693265100
NaN,NaN,NaN,0.0,22.77777777777778,1.7777777777777772,0.0,0.0,2.0,187.0,693265100
NaN,NaN,NaN,0.0,24.59259259259259,1.8518518518518516,0.0,0.0,2.0,188.0,693265100
NaN,NaN,NaN,0.0,23.714285714285715,1.7857142857142854,0.0,0.0,2.0,189.0,693265100
NaN,NaN,NaN,0.0,25.535714285714285,1.857142857142857,0.0,0.0,2.0,190.0,693265100
NaN,NaN,NaN,0.0,25.535714285714285,1.857142857142857,0.0,0.0,2.0,191.0,693265100
NaN,NaN,NaN,0.0,26.68965517241379,1.8620689655172413,0.0,0.0,2.0,192.0,693265100
NaN,NaN,NaN,0.0,27.448275862068957,1.8620689655172415,0.0,0.0,2.0,193.0,693265100
NaN,NaN,NaN,0.0,26.68965517241379,1.8620689655172415,0.0,0.0,2.0,194.0,693265100
NaN,NaN,NaN,0.0,26.68965517241379,1.8620689655172415,0.0,0.0,2.0,195.0,693265100
NaN,NaN,NaN,0.0,26.68965517241379,1.8620689655172415,0.0,0.0,2.0,196.0,693265100
NaN,NaN,NaN,0.0,25.923076923076923,1.846153846153846,0.0,0.0,2.0,197.0,693265100
NaN,NaN,NaN,0.0,24.346153846153847,1.846153846153846,0.0,0.0,2.0,198.0,693265100
NaN,NaN,NaN,0.0,23.884615384615383,1.846153846153846,0.0,0.0,2.0,199.0,693265100
NaN,NaN,NaN,0.0,21.92,1.76,0.0,0.0,2.0,200.0,693265100
NaN,NaN,NaN,0.0,22.96,1.84,0.0,0.0,2.0,201.0,693265100
NaN,NaN,NaN,0.0,22.75,1.8333333333333333,0.0,0.0,2.0,202.0,693265100
NaN,NaN,NaN,0.0,21.16,1.7599999999999998,0.0,0.0,2.0,203.0,693265100
NaN,NaN,NaN,0.0,23.884615384615383,1.846153846153846,0.0,0.0,2.0,204.0,693265100
NaN,NaN,NaN,0.0,23.884615384615383,1.846153846153846,0.0,0.0,2.0,205.0,693265100
NaN,NaN,NaN,0.0,23.884615384615383,1.846153846153846,0.0,0.0,2.0,206.0,693265100
NaN,NaN,NaN,0.0,24.814814814814817,1.8518518518518516,0.0,0.0,2.0,207.0,693265100
NaN,NaN,NaN,0.0,24.76923076923077,1.846153846153846,0.0,0.0,2.0,208.0,693265100
NaN,NaN,NaN,0.0,23.807692307692307,1.846153846153846,0.0,0.0,2.0,209.0,693265100
NaN,NaN,NaN,0.0,22.925925925925927,1.7777777777777777,0.0,0.0,2.0,210.0,693265100
NaN,NaN,NaN,0.0,24.740740740740737,1.8518518518518516,0.0,0.0,2.0,211.0,693265100
NaN,NaN,NaN,0.0,23.857142857142854,1.7857142857142858,0.0,0.0,2.0,212.0,693265100
NaN,NaN,NaN,0.0,23.720000000000002,1.84,0.0,0.0,2.0,213.0,693265100
NaN,NaN,NaN,0.0,23.807692307692307,1.846153846153846,0.0,0.0,2.0,214.0,693265100
NaN,NaN,NaN,0.0,22.384615384615383,1.769230769230769,0.0,0.0,2.0,215.0,693265100
NaN,NaN,NaN,0.0,22.925925925925927,1.7777777777777775,0.0,0.0,2.0,216.0,693265100
NaN,NaN,NaN,0.0,24.5,1.8461538461538463,0.0,0.0,2.0,217.0,693265100
NaN,NaN,NaN,0.0,23.560000000000002,1.8399999999999999,0.0,0.0,2.0,218.0,693265100
NaN,NaN,NaN,0.0,22.583333333333332,1.8333333333333333,0.0,0.0,2.0,219.0,693265100
NaN,NaN,NaN,0.0,22.88,1.8399999999999999,0.0,0.0,2.0,220.0,693265100
NaN,NaN,NaN,0.0,22.000000000000004,1.769230769230769,0.0,0.0,2.0,221.0,693265100
NaN,NaN,NaN,0.0,22.925925925925924,1.777777777777778,0.0,0.0,2.0,222.0,693265100
NaN,NaN,NaN,0.0,24.692307692307693,1.846153846153846,0.0,0.0,2.0,223.0,693265100
NaN,NaN,NaN,0.0,22.999999999999993,1.8399999999999999,0.0,0.0,2.0,224.0,693265100
NaN,NaN,NaN,0.0,22.66666666666667,1.8333333333333333,0.0,0.0,2.0,225.0,693265100
NaN,NaN,NaN,0.0,21.304347826086957,1.8260869565217392,0.0,0.0,2.0,226.0,693265100
NaN,NaN,NaN,0.0,19.809523809523807,1.8095238095238095,0.0,0.0,2.0,227.0,693265100
NaN,NaN,NaN,0.0,19.15,1.7999999999999998,0.0,0.0,2.0,228.0,693265100
NaN,NaN,NaN,0.0,19.238095238095237,1.8095238095238095,0.0,0.0,2.0,229.0,693265100
NaN,NaN,NaN,0.0,18.363636363636367,1.727272727272727,0.0,0.0,2.0,230.0,693265100
NaN,NaN,NaN,0.0,21.04347826086957,1.826086956521739,0.0,0.0,2.0,231.0,693265100
NaN,NaN,NaN,0.0,19.26086956521739,1.7391304347826084,0.0,0.0,2.0,232.0,693265100
NaN,NaN,NaN,0.0,21.04347826086957,1.826086956521739,0.0,0.0,2.0,233.0,693265100
NaN,NaN,NaN,0.0,20.166666666666668,1.7499999999999998,0.0,0.0,2.0,234.0,693265100
NaN,NaN,NaN,0.0,20.727272727272727,1.8181818181818181,0.0,0.0,2.0,235.0,693265100
NaN,NaN,NaN,0.0,18.81818181818182,1.727272727272727,0.0,0.0,2.0,236.0,693265100
NaN,NaN,NaN,0.0,19.857142857142854,1.8095238095238095,0.0,0.0,2.0,237.0,693265100
NaN,NaN,NaN,0.0,18.363636363636367,1.7272727272727273,0.0,0.0,2.0,238.0,693265100
NaN,NaN,NaN,0.0,19.26086956521739,1.7391304347826086,0.0,0.0,2.0,239.0,693265100
NaN,NaN,NaN,0.0,21.04347826086957,1.826086956521739,0.0,0.0,2.0,240.0,693265100
NaN,NaN,NaN,0.0,21.04347826086957,1.826086956521739,0.0,0.0,2.0,241.0,693265100
NaN,NaN,NaN,0.0,21.958333333333332,1.8333333333333335,0.0,0.0,2.0,242.0,693265100
NaN,NaN,NaN,0.0,21.958333333333332,1.8333333333333335,0.0,0.0,2.0,243.0,693265100
NaN,NaN,NaN,0.0,21.958333333333332,1.8333333333333335,0.0,0.0,2.0,244.0,693265100
NaN,NaN,NaN,0.0,20.666666666666668,1.7499999999999996,0.0,0.0,2.0,245.0,693265100
NaN,NaN,NaN,0.0,21.347826086956523,1.8260869565217392,0.0,0.0,2.0,246.0,693265100
NaN,NaN,NaN,0.0,21.958333333333332,1.8333333333333333,0.0,0.0,2.0,247.0,693265100
NaN,NaN,NaN,0.0,21.958333333333332,1.8333333333333333,0.0,0.0,2.0,248.0,693265100
NaN,NaN,NaN,0.0,21.958333333333332,1.8333333333333333,0.0,0.0,2.0,249.0,693265100
NaN,NaN,NaN,0.0,21.521739130434778,1.8260869565217392,0.0,0.0,2.0,250.0,693265100
NaN,NaN,NaN,0.0,21.04347826086957,1.8260869565217392,0.0,0.0,2.0,251.0,693265100
NaN,NaN,NaN,0.0,21.958333333333332,1.8333333333333333,0.0,0.0,2.0,252.0,693265100
NaN,NaN,NaN,0.0,21.080000000000002,1.7599999999999998,0.0,0.0,2.0,253.0,693265100
NaN,NaN,NaN,0.0,22.000000000000004,1.769230769230769,0.0,0.0,2.0,254.0,693265100
NaN,NaN,NaN,0.0,23.923076923076923,1.8461538461538463,0.0,0.0,2.0,255.0,693265100
NaN,NaN,NaN,0.0,21.959999999999997,1.7600000000000002,0.0,0.0,2.0,256.0,693265100
NaN,NaN,NaN,0.0,22.880000000000003,1.8399999999999999,0.0,0.0,2.0,257.0,693265100
NaN,NaN,NaN,0.0,22.416666666666664,1.8333333333333333,0.0,0.0,2.0,258.0,693265100
NaN,NaN,NaN,0.0,22.880000000000003,1.8399999999999999,0.0,0.0,2.0,259.0,693265100
NaN,NaN,NaN,0.0,23.759999999999998,1.8399999999999999,0.0,0.0,2.0,260.0,693265100
NaN,NaN,NaN,0.0,22.919999999999998,1.8399999999999999,0.0,0.0,2.0,261.0,693265100
NaN,NaN,NaN,0.0,22.880000000000003,1.8399999999999999,0.0,0.0,2.0,262.0,693265100
NaN,NaN,NaN,0.0,22.0,1.8333333333333335,0.0,0.0,2.0,263.0,693265100
NaN,NaN,NaN,0.0,21.47826086956522,1.8260869565217392,0.0,0.0,2.0,264.0,693265100
